answer,caption,modality,pair_key,qa_id,question,section,source_answer,source_file,source_flags,source_question,source_severity,source_split_status,split_count,split_index,transform
The hand enters the frame from the bottom.,"The primary dynamic object is the user's hand, which is observed reaching into the cupboard and moving toward the sink. Start frame: 000210, End frame: 000870.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg1_wash_cup_and_drink_water_ir__dynamic_recognition__01,Does the hand appear suddenly in the scene?,dynamic_recognition,"1. The hand enters the frame from the bottom. 2. No, only the hand moves within the frame. 3. The hand is active in the sink area from frame 000210 until the end. 4. Yes, the hand handles the sponge. 5. Yes, the cleaning action is performed. 6. The hand starts moving towards the sink around frame 000210. 7. No, no new objects appear. 8. The hand is visible from frame 000210 until the video ends at frame 000870.",qa_pairs/aligned/ir_qa_results_aligned.json,multi_question;frame_reference,1. Does the hand appear suddenly in the scene? 2. Is there any object that moves into the frame? 3. What is the duration of the hand's activity in the sink? 4. Does the hand successfully pick up the sponge? 5. Has the hand fully completed the cleaning action? 6. When does the hand start moving towards the sink? 7. Is there any sudden appearance of a new dynamic object? 8. How long is the hand visible before the screen goes dark?,needs_transform,aligned,8,1,split_multi_question
"No, only the hand moves within the frame.","The primary dynamic object is the user's hand, which is observed reaching into the cupboard and moving toward the sink. Start frame: 000210, End frame: 000870.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg1_wash_cup_and_drink_water_ir__dynamic_recognition__02,Is there any object that moves into the frame?,dynamic_recognition,"1. The hand enters the frame from the bottom. 2. No, only the hand moves within the frame. 3. The hand is active in the sink area from frame 000210 until the end. 4. Yes, the hand handles the sponge. 5. Yes, the cleaning action is performed. 6. The hand starts moving towards the sink around frame 000210. 7. No, no new objects appear. 8. The hand is visible from frame 000210 until the video ends at frame 000870.",qa_pairs/aligned/ir_qa_results_aligned.json,multi_question;frame_reference,1. Does the hand appear suddenly in the scene? 2. Is there any object that moves into the frame? 3. What is the duration of the hand's activity in the sink? 4. Does the hand successfully pick up the sponge? 5. Has the hand fully completed the cleaning action? 6. When does the hand start moving towards the sink? 7. Is there any sudden appearance of a new dynamic object? 8. How long is the hand visible before the screen goes dark?,needs_transform,aligned,8,2,split_multi_question
The hand is active in the sink area from frame 000210 until the end.,"The primary dynamic object is the user's hand, which is observed reaching into the cupboard and moving toward the sink. Start frame: 000210, End frame: 000870.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg1_wash_cup_and_drink_water_ir__dynamic_recognition__03,What is the duration of the hand's activity in the sink?,dynamic_recognition,"1. The hand enters the frame from the bottom. 2. No, only the hand moves within the frame. 3. The hand is active in the sink area from frame 000210 until the end. 4. Yes, the hand handles the sponge. 5. Yes, the cleaning action is performed. 6. The hand starts moving towards the sink around frame 000210. 7. No, no new objects appear. 8. The hand is visible from frame 000210 until the video ends at frame 000870.",qa_pairs/aligned/ir_qa_results_aligned.json,multi_question;frame_reference,1. Does the hand appear suddenly in the scene? 2. Is there any object that moves into the frame? 3. What is the duration of the hand's activity in the sink? 4. Does the hand successfully pick up the sponge? 5. Has the hand fully completed the cleaning action? 6. When does the hand start moving towards the sink? 7. Is there any sudden appearance of a new dynamic object? 8. How long is the hand visible before the screen goes dark?,needs_transform,aligned,8,3,split_multi_question
"Yes, the hand handles the sponge.","The primary dynamic object is the user's hand, which is observed reaching into the cupboard and moving toward the sink. Start frame: 000210, End frame: 000870.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg1_wash_cup_and_drink_water_ir__dynamic_recognition__04,Does the hand successfully pick up the sponge?,dynamic_recognition,"1. The hand enters the frame from the bottom. 2. No, only the hand moves within the frame. 3. The hand is active in the sink area from frame 000210 until the end. 4. Yes, the hand handles the sponge. 5. Yes, the cleaning action is performed. 6. The hand starts moving towards the sink around frame 000210. 7. No, no new objects appear. 8. The hand is visible from frame 000210 until the video ends at frame 000870.",qa_pairs/aligned/ir_qa_results_aligned.json,multi_question;frame_reference,1. Does the hand appear suddenly in the scene? 2. Is there any object that moves into the frame? 3. What is the duration of the hand's activity in the sink? 4. Does the hand successfully pick up the sponge? 5. Has the hand fully completed the cleaning action? 6. When does the hand start moving towards the sink? 7. Is there any sudden appearance of a new dynamic object? 8. How long is the hand visible before the screen goes dark?,needs_transform,aligned,8,4,split_multi_question
"Yes, the cleaning action is performed.","The primary dynamic object is the user's hand, which is observed reaching into the cupboard and moving toward the sink. Start frame: 000210, End frame: 000870.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg1_wash_cup_and_drink_water_ir__dynamic_recognition__05,Has the hand fully completed the cleaning action?,dynamic_recognition,"1. The hand enters the frame from the bottom. 2. No, only the hand moves within the frame. 3. The hand is active in the sink area from frame 000210 until the end. 4. Yes, the hand handles the sponge. 5. Yes, the cleaning action is performed. 6. The hand starts moving towards the sink around frame 000210. 7. No, no new objects appear. 8. The hand is visible from frame 000210 until the video ends at frame 000870.",qa_pairs/aligned/ir_qa_results_aligned.json,multi_question;frame_reference,1. Does the hand appear suddenly in the scene? 2. Is there any object that moves into the frame? 3. What is the duration of the hand's activity in the sink? 4. Does the hand successfully pick up the sponge? 5. Has the hand fully completed the cleaning action? 6. When does the hand start moving towards the sink? 7. Is there any sudden appearance of a new dynamic object? 8. How long is the hand visible before the screen goes dark?,needs_transform,aligned,8,5,split_multi_question
The hand starts moving towards the sink around frame 000210.,"The primary dynamic object is the user's hand, which is observed reaching into the cupboard and moving toward the sink. Start frame: 000210, End frame: 000870.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg1_wash_cup_and_drink_water_ir__dynamic_recognition__06,When does the hand start moving towards the sink?,dynamic_recognition,"1. The hand enters the frame from the bottom. 2. No, only the hand moves within the frame. 3. The hand is active in the sink area from frame 000210 until the end. 4. Yes, the hand handles the sponge. 5. Yes, the cleaning action is performed. 6. The hand starts moving towards the sink around frame 000210. 7. No, no new objects appear. 8. The hand is visible from frame 000210 until the video ends at frame 000870.",qa_pairs/aligned/ir_qa_results_aligned.json,multi_question;frame_reference,1. Does the hand appear suddenly in the scene? 2. Is there any object that moves into the frame? 3. What is the duration of the hand's activity in the sink? 4. Does the hand successfully pick up the sponge? 5. Has the hand fully completed the cleaning action? 6. When does the hand start moving towards the sink? 7. Is there any sudden appearance of a new dynamic object? 8. How long is the hand visible before the screen goes dark?,needs_transform,aligned,8,6,split_multi_question
"No, no new objects appear.","The primary dynamic object is the user's hand, which is observed reaching into the cupboard and moving toward the sink. Start frame: 000210, End frame: 000870.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg1_wash_cup_and_drink_water_ir__dynamic_recognition__07,Is there any sudden appearance of a new dynamic object?,dynamic_recognition,"1. The hand enters the frame from the bottom. 2. No, only the hand moves within the frame. 3. The hand is active in the sink area from frame 000210 until the end. 4. Yes, the hand handles the sponge. 5. Yes, the cleaning action is performed. 6. The hand starts moving towards the sink around frame 000210. 7. No, no new objects appear. 8. The hand is visible from frame 000210 until the video ends at frame 000870.",qa_pairs/aligned/ir_qa_results_aligned.json,multi_question;frame_reference,1. Does the hand appear suddenly in the scene? 2. Is there any object that moves into the frame? 3. What is the duration of the hand's activity in the sink? 4. Does the hand successfully pick up the sponge? 5. Has the hand fully completed the cleaning action? 6. When does the hand start moving towards the sink? 7. Is there any sudden appearance of a new dynamic object? 8. How long is the hand visible before the screen goes dark?,needs_transform,aligned,8,7,split_multi_question
The hand is visible from frame 000210 until the video ends at frame 000870.,"The primary dynamic object is the user's hand, which is observed reaching into the cupboard and moving toward the sink. Start frame: 000210, End frame: 000870.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg1_wash_cup_and_drink_water_ir__dynamic_recognition__08,How long is the hand visible before the screen goes dark?,dynamic_recognition,"1. The hand enters the frame from the bottom. 2. No, only the hand moves within the frame. 3. The hand is active in the sink area from frame 000210 until the end. 4. Yes, the hand handles the sponge. 5. Yes, the cleaning action is performed. 6. The hand starts moving towards the sink around frame 000210. 7. No, no new objects appear. 8. The hand is visible from frame 000210 until the video ends at frame 000870.",qa_pairs/aligned/ir_qa_results_aligned.json,multi_question;frame_reference,1. Does the hand appear suddenly in the scene? 2. Is there any object that moves into the frame? 3. What is the duration of the hand's activity in the sink? 4. Does the hand successfully pick up the sponge? 5. Has the hand fully completed the cleaning action? 6. When does the hand start moving towards the sink? 7. Is there any sudden appearance of a new dynamic object? 8. How long is the hand visible before the screen goes dark?,needs_transform,aligned,8,8,split_multi_question
The primary task is cleaning a mug.,"The subject reaches into a kitchen cupboard, then moves their hand down to a kitchen sink area. The subject performs a cleaning action, which involves holding a sponge and interacting with a mug, likely for washing dishes.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg1_wash_cup_and_drink_water_ir__action__01,What is the primary task being performed in the sink?,action,"1. The primary task is cleaning a mug. 2. The hand is holding a sponge. 3. The goal is to wash or scrub the mug. 4. The mug becomes cleaner through the interaction with the sponge. 5. Yes, the hand moves from holding the mug to using the sponge. 6. A mug and a sponge are the main objects. 7. Yes, the motions are consistent with washing dishes. 8. The purpose is to maintain kitchen hygiene by cleaning the dishes.",qa_pairs/aligned/ir_qa_results_aligned.json,multi_question;frame_reference,1. What is the primary task being performed in the sink? 2. What object is being held by the hand during the cleaning process? 3. What is the goal of the movement within the sink? 4. What is the consequence of the hand interacting with the mug and sponge? 5. Does the action change as the video progresses? 6. What objects are being interacted with throughout the sequence? 7. Is the action consistent with washing dishes? 8. What is the likely purpose of the cleaning action?,needs_transform,aligned,8,1,split_multi_question
The hand is holding a sponge.,"The subject reaches into a kitchen cupboard, then moves their hand down to a kitchen sink area. The subject performs a cleaning action, which involves holding a sponge and interacting with a mug, likely for washing dishes.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg1_wash_cup_and_drink_water_ir__action__02,What object is being held by the hand during the cleaning process?,action,"1. The primary task is cleaning a mug. 2. The hand is holding a sponge. 3. The goal is to wash or scrub the mug. 4. The mug becomes cleaner through the interaction with the sponge. 5. Yes, the hand moves from holding the mug to using the sponge. 6. A mug and a sponge are the main objects. 7. Yes, the motions are consistent with washing dishes. 8. The purpose is to maintain kitchen hygiene by cleaning the dishes.",qa_pairs/aligned/ir_qa_results_aligned.json,multi_question;frame_reference,1. What is the primary task being performed in the sink? 2. What object is being held by the hand during the cleaning process? 3. What is the goal of the movement within the sink? 4. What is the consequence of the hand interacting with the mug and sponge? 5. Does the action change as the video progresses? 6. What objects are being interacted with throughout the sequence? 7. Is the action consistent with washing dishes? 8. What is the likely purpose of the cleaning action?,needs_transform,aligned,8,2,split_multi_question
The goal is to wash or scrub the mug.,"The subject reaches into a kitchen cupboard, then moves their hand down to a kitchen sink area. The subject performs a cleaning action, which involves holding a sponge and interacting with a mug, likely for washing dishes.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg1_wash_cup_and_drink_water_ir__action__03,What is the goal of the movement within the sink?,action,"1. The primary task is cleaning a mug. 2. The hand is holding a sponge. 3. The goal is to wash or scrub the mug. 4. The mug becomes cleaner through the interaction with the sponge. 5. Yes, the hand moves from holding the mug to using the sponge. 6. A mug and a sponge are the main objects. 7. Yes, the motions are consistent with washing dishes. 8. The purpose is to maintain kitchen hygiene by cleaning the dishes.",qa_pairs/aligned/ir_qa_results_aligned.json,multi_question;frame_reference,1. What is the primary task being performed in the sink? 2. What object is being held by the hand during the cleaning process? 3. What is the goal of the movement within the sink? 4. What is the consequence of the hand interacting with the mug and sponge? 5. Does the action change as the video progresses? 6. What objects are being interacted with throughout the sequence? 7. Is the action consistent with washing dishes? 8. What is the likely purpose of the cleaning action?,needs_transform,aligned,8,3,split_multi_question
The mug becomes cleaner through the interaction with the sponge.,"The subject reaches into a kitchen cupboard, then moves their hand down to a kitchen sink area. The subject performs a cleaning action, which involves holding a sponge and interacting with a mug, likely for washing dishes.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg1_wash_cup_and_drink_water_ir__action__04,What is the consequence of the hand interacting with the mug and sponge?,action,"1. The primary task is cleaning a mug. 2. The hand is holding a sponge. 3. The goal is to wash or scrub the mug. 4. The mug becomes cleaner through the interaction with the sponge. 5. Yes, the hand moves from holding the mug to using the sponge. 6. A mug and a sponge are the main objects. 7. Yes, the motions are consistent with washing dishes. 8. The purpose is to maintain kitchen hygiene by cleaning the dishes.",qa_pairs/aligned/ir_qa_results_aligned.json,multi_question;frame_reference,1. What is the primary task being performed in the sink? 2. What object is being held by the hand during the cleaning process? 3. What is the goal of the movement within the sink? 4. What is the consequence of the hand interacting with the mug and sponge? 5. Does the action change as the video progresses? 6. What objects are being interacted with throughout the sequence? 7. Is the action consistent with washing dishes? 8. What is the likely purpose of the cleaning action?,needs_transform,aligned,8,4,split_multi_question
"Yes, the hand moves from holding the mug to using the sponge.","The subject reaches into a kitchen cupboard, then moves their hand down to a kitchen sink area. The subject performs a cleaning action, which involves holding a sponge and interacting with a mug, likely for washing dishes.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg1_wash_cup_and_drink_water_ir__action__05,Does the action change as the video progresses?,action,"1. The primary task is cleaning a mug. 2. The hand is holding a sponge. 3. The goal is to wash or scrub the mug. 4. The mug becomes cleaner through the interaction with the sponge. 5. Yes, the hand moves from holding the mug to using the sponge. 6. A mug and a sponge are the main objects. 7. Yes, the motions are consistent with washing dishes. 8. The purpose is to maintain kitchen hygiene by cleaning the dishes.",qa_pairs/aligned/ir_qa_results_aligned.json,multi_question;frame_reference,1. What is the primary task being performed in the sink? 2. What object is being held by the hand during the cleaning process? 3. What is the goal of the movement within the sink? 4. What is the consequence of the hand interacting with the mug and sponge? 5. Does the action change as the video progresses? 6. What objects are being interacted with throughout the sequence? 7. Is the action consistent with washing dishes? 8. What is the likely purpose of the cleaning action?,needs_transform,aligned,8,5,split_multi_question
A mug and a sponge are the main objects.,"The subject reaches into a kitchen cupboard, then moves their hand down to a kitchen sink area. The subject performs a cleaning action, which involves holding a sponge and interacting with a mug, likely for washing dishes.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg1_wash_cup_and_drink_water_ir__action__06,What objects are being interacted with throughout the sequence?,action,"1. The primary task is cleaning a mug. 2. The hand is holding a sponge. 3. The goal is to wash or scrub the mug. 4. The mug becomes cleaner through the interaction with the sponge. 5. Yes, the hand moves from holding the mug to using the sponge. 6. A mug and a sponge are the main objects. 7. Yes, the motions are consistent with washing dishes. 8. The purpose is to maintain kitchen hygiene by cleaning the dishes.",qa_pairs/aligned/ir_qa_results_aligned.json,multi_question;frame_reference,1. What is the primary task being performed in the sink? 2. What object is being held by the hand during the cleaning process? 3. What is the goal of the movement within the sink? 4. What is the consequence of the hand interacting with the mug and sponge? 5. Does the action change as the video progresses? 6. What objects are being interacted with throughout the sequence? 7. Is the action consistent with washing dishes? 8. What is the likely purpose of the cleaning action?,needs_transform,aligned,8,6,split_multi_question
"Yes, the motions are consistent with washing dishes.","The subject reaches into a kitchen cupboard, then moves their hand down to a kitchen sink area. The subject performs a cleaning action, which involves holding a sponge and interacting with a mug, likely for washing dishes.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg1_wash_cup_and_drink_water_ir__action__07,Is the action consistent with washing dishes?,action,"1. The primary task is cleaning a mug. 2. The hand is holding a sponge. 3. The goal is to wash or scrub the mug. 4. The mug becomes cleaner through the interaction with the sponge. 5. Yes, the hand moves from holding the mug to using the sponge. 6. A mug and a sponge are the main objects. 7. Yes, the motions are consistent with washing dishes. 8. The purpose is to maintain kitchen hygiene by cleaning the dishes.",qa_pairs/aligned/ir_qa_results_aligned.json,multi_question;frame_reference,1. What is the primary task being performed in the sink? 2. What object is being held by the hand during the cleaning process? 3. What is the goal of the movement within the sink? 4. What is the consequence of the hand interacting with the mug and sponge? 5. Does the action change as the video progresses? 6. What objects are being interacted with throughout the sequence? 7. Is the action consistent with washing dishes? 8. What is the likely purpose of the cleaning action?,needs_transform,aligned,8,7,split_multi_question
The purpose is to maintain kitchen hygiene by cleaning the dishes.,"The subject reaches into a kitchen cupboard, then moves their hand down to a kitchen sink area. The subject performs a cleaning action, which involves holding a sponge and interacting with a mug, likely for washing dishes.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg1_wash_cup_and_drink_water_ir__action__08,What is the likely purpose of the cleaning action?,action,"1. The primary task is cleaning a mug. 2. The hand is holding a sponge. 3. The goal is to wash or scrub the mug. 4. The mug becomes cleaner through the interaction with the sponge. 5. Yes, the hand moves from holding the mug to using the sponge. 6. A mug and a sponge are the main objects. 7. Yes, the motions are consistent with washing dishes. 8. The purpose is to maintain kitchen hygiene by cleaning the dishes.",qa_pairs/aligned/ir_qa_results_aligned.json,multi_question;frame_reference,1. What is the primary task being performed in the sink? 2. What object is being held by the hand during the cleaning process? 3. What is the goal of the movement within the sink? 4. What is the consequence of the hand interacting with the mug and sponge? 5. Does the action change as the video progresses? 6. What objects are being interacted with throughout the sequence? 7. Is the action consistent with washing dishes? 8. What is the likely purpose of the cleaning action?,needs_transform,aligned,8,8,split_multi_question
Fairy.,"The video features a kitchen sink area. Key objects identified include a metal sink, a faucet, a bottle of dish soap (Fairy brand), another clear liquid soap bottle, a dish brush, and a ceramic mug being washed.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg2/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg2_wash_cup_and_drink_water_ir__object_recognition__01,What brand of dish soap is visible in the kitchen scene?,object_recognition,Fairy.,qa_pairs/aligned/ir_qa_results_aligned.json,short_answer,What brand of dish soap is visible in the kitchen scene?,quality_warning,single,1,1,none
To the left of the sink faucet.,The sink faucet is positioned directly above the center of the sink basin. The dish soap bottle is located to the left of the sink. A second bottle and a dish brush are also placed on the left side of the sink area. A dish sponge sits on the faucet. The mug is in the center of the sink being held. The mug is about one step away from the soap dispenser.,ir,aligned_dataset/wash_cup_and_drink_water_split/Seg2/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg2_wash_cup_and_drink_water_ir__spatial_reasoning__01,Where is the dish soap bottle relative to the sink faucet?,spatial_reasoning,To the left of the sink faucet.,qa_pairs/aligned/ir_qa_results_aligned.json,,Where is the dish soap bottle relative to the sink faucet?,pass,single,1,1,none
Fairy.,"In frame 0, the 'Fairy' text label is visible on the dish soap bottle, indicating the cleaning product used. In frame 240, numerical text '11-11' is visible on the metal drain cover/plate of the sink, likely a manufacturing marking.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg2/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg2_wash_cup_and_drink_water_ir__text_recognition__01,What text is visible on the dish soap bottle?,text_recognition,Fairy.,qa_pairs/aligned/ir_qa_results_aligned.json,short_answer,What text is visible on the dish soap bottle?,quality_warning,single,1,1,none
Washing a mug in the sink.,"The scene sequence consists of the subject standing in front of a kitchen sink. The action begins with the subject holding a mug in the sink, scrubbing it with a sponge. The scene is static, focusing on the washing activity within the same kitchen environment throughout the video.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg2/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg2_wash_cup_and_drink_water_ir__scene_sequence__01,What is the primary activity I am performing throughout this video sequence?,scene_sequence,Washing a mug in the sink.,qa_pairs/aligned/ir_qa_results_aligned.json,frame_reference,What is the primary activity I am performing throughout this video sequence?,quality_warning,single,1,1,none
Overhead lighting.,"The scene is captured in an indoor kitchen environment with uniform, diffuse lighting typical of an overhead light source, providing consistent visibility across the sink and surrounding surfaces.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg2/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg2_wash_cup_and_drink_water_ir__light_recognition__01,What is the primary source of illumination for the kitchen sink area?,light_recognition,Overhead lighting.,qa_pairs/aligned/ir_qa_results_aligned.json,,What is the primary source of illumination for the kitchen sink area?,pass,single,1,1,none
"No, it remains constant.","The lighting remains stable and consistent throughout the video. There are no sudden changes in illumination, flickers, or significant shifts in brightness, suggesting a controlled environment.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg2/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg2_wash_cup_and_drink_water_ir__light_change__01,Does the intensity of the light change significantly during the video?,light_change,"No, it remains constant.",qa_pairs/aligned/ir_qa_results_aligned.json,frame_reference,Does the intensity of the light change significantly during the video?,quality_warning,single,1,1,none
Two.,"The objects identified are: 1 sink, 1 faucet, 1 bottle of Fairy soap, 1 bottle of liquid soap, 1 dish brush, 1 ceramic mug, 1 sponge.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg2/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg2_wash_cup_and_drink_water_ir__counting__01,How many distinct bottles of soap are visible on the counter?,counting,Two.,qa_pairs/aligned/ir_qa_results_aligned.json,short_answer,How many distinct bottles of soap are visible on the counter?,quality_warning,single,1,1,none
Zero.,No dynamic objects or humans (other than the hands of the subject) are moving in the video. The scene is strictly focused on the manual labor of dishwashing.,ir,aligned_dataset/wash_cup_and_drink_water_split/Seg2/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg2_wash_cup_and_drink_water_ir__dynamic_counting__01,How many external people or moving objects appear in the background?,dynamic_counting,Zero.,qa_pairs/aligned/ir_qa_results_aligned.json,short_answer,How many external people or moving objects appear in the background?,quality_warning,single,1,1,none
No.,"The layout is standard for a kitchen. No weird or non-common objects are present; the placement of the sink, faucet, and cleaning supplies is consistent with standard household utility setups.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg2/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg2_wash_cup_and_drink_water_ir__non_common__01,Are there any objects in the scene that seem out of place or violate common sense?,non_common,No.,qa_pairs/aligned/ir_qa_results_aligned.json,short_answer,Are there any objects in the scene that seem out of place or violate common sense?,quality_warning,single,1,1,none
You are already facing the sink.,The video is a stationary point-of-view shot focused on the sink. No navigation or movement through a space occurs; the subject remains in a fixed position relative to the sink.,ir,aligned_dataset/wash_cup_and_drink_water_split/Seg2/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg2_wash_cup_and_drink_water_ir__navigation__01,Which way should I turn to face the sink?,navigation,You are already facing the sink.,qa_pairs/aligned/ir_qa_results_aligned.json,,Which way should I turn to face the sink?,pass,single,1,1,none
The subject's hands washing the mug.,The only dynamic elements are the subject's hands performing the washing motion (scrubbing the mug) from the beginning of the video until the end.,ir,aligned_dataset/wash_cup_and_drink_water_split/Seg2/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg2_wash_cup_and_drink_water_ir__dynamic_recognition__01,What part of the scene is in motion?,dynamic_recognition,The subject's hands washing the mug.,qa_pairs/aligned/ir_qa_results_aligned.json,,What part of the scene is in motion?,pass,single,1,1,none
A ceramic mug.,"The subject is washing a ceramic mug in a kitchen sink. The action involves holding the mug under the faucet and using a sponge to scrub the surface. The purpose is to clean the mug, and the consequence is a cleaner utensil ready for use.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg2/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg2_wash_cup_and_drink_water_ir__action__01,What object am I cleaning in the sink?,action,A ceramic mug.,qa_pairs/aligned/ir_qa_results_aligned.json,,What object am I cleaning in the sink?,pass,single,1,1,none
A white mug.,"The video shows a kitchen scene in infrared. Identifiable objects include a white mug on the sink drainer, a water kettle held by the user, a detergent bottle, a cleaning brush, a sports bottle on the counter, and a cardboard box container on the upper counter.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg3_wash_cup_and_drink_water_ir__object_recognition__01,What is the object located on the metal sink drainer?,object_recognition,A white mug.,qa_pairs/aligned/ir_qa_results_aligned.json,,What is the object located on the metal sink drainer?,pass,single,1,1,none
The cleaning brush is positioned next to the detergent bottle.,The white mug is located on the metal sink drainer to the left of the water kettle. The detergent bottle is behind the sink. The brush is next to the detergent bottle. The sports bottle is on the far left counter. The distance between the user and the sink drainer is approximately 2 steps.,ir,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg3_wash_cup_and_drink_water_ir__spatial_reasoning__01,Where is the cleaning brush in relation to the detergent bottle?,spatial_reasoning,The cleaning brush is positioned next to the detergent bottle.,qa_pairs/aligned/ir_qa_results_aligned.json,,Where is the cleaning brush in relation to the detergent bottle?,pass,single,1,1,none
The text on the sports bottle appears to say 'HAPPY LITTLE DAY'.,"A text-like thermal pattern is observed on the sports bottle in frame 10, which appears to say 'HAPPY LITTLE DAY' or similar, likely a branding or motivational slogan. No other distinct text is identifiable due to thermal resolution.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg3_wash_cup_and_drink_water_ir__text_recognition__01,What text is visible on the sports bottle?,text_recognition,The text on the sports bottle appears to say 'HAPPY LITTLE DAY'.,qa_pairs/aligned/ir_qa_results_aligned.json,,What text is visible on the sports bottle?,pass,single,1,1,none
The final action is holding the mug.,"The video sequence begins with the user preparing to pour water from a kettle into a mug on the kitchen sink, followed by the pouring action, and concludes with the user holding the filled mug.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg3_wash_cup_and_drink_water_ir__scene_sequence__01,What is the final action performed in the video sequence?,scene_sequence,The final action is holding the mug.,qa_pairs/aligned/ir_qa_results_aligned.json,frame_reference,What is the final action performed in the video sequence?,quality_warning,single,1,1,none
"No, the scene is displayed in infrared thermal view.",The video is recorded in infrared. No external light sources are visible; the scene is illuminated by thermal signatures of the objects.,ir,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg3_wash_cup_and_drink_water_ir__light_recognition__01,Are there any artificial light sources visible in the scene?,light_recognition,"No, the scene is displayed in infrared thermal view.",qa_pairs/aligned/ir_qa_results_aligned.json,,Are there any artificial light sources visible in the scene?,pass,single,1,1,none
