anls,answer_length_chars,baseline_gpu_gb,benchmark_type,boolean_accuracy,character_f1,conciseness_violation,ground_truth_answer,incremental_peak_gpu_gb,input_type,judge_error_type,judge_label,judge_model,judge_reason,judge_score,latency_seconds,modality,model_answer,model_key,model_name,normalized_exact_match,numeric_accuracy,pair_key,peak_gpu_gb,provider,qa_id,question,reason,record_id,repetition_flag,repetition_ratio,rouge_l_f1,section,sequence_order_score,set_f1,source_path,status,task_aware_metric,task_aware_reason,task_aware_score,token_f1,token_precision,token_recall
0.0,1,16.142,shared_balanced_frame_count_smoke_v1,,0.0,False,One object (notebook).,4.867,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Incorrect count.,0.0,2.8019,depth,2,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,0.0,use_computer_split/Seg2/use_computer,21.009,molmo2,depth__use_computer_split_seg2_use_computer__depth_dynamic_counting__03,How many distinct objects do the hands interact with?,,50bb2ef23843d53517ac2bfb,False,0.0,0.0,depth_dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,9,16.142,shared_balanced_frame_count_smoke_v1,,0.23529411764705882,False,Dallmayr.,4.867,frame,wrong_entity,incorrect,gemini-3.1-flash-lite,Incorrect brand.,0.0,2.803,rgb,Starbucks,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/cut_potato_and_carrot_split/Seg1/cut_potato_and_carrot_rgb,21.009,molmo2,rgb__aligned_dataset_cut_potato_and_carrot_split_seg1_cut_potato_and_carrot_rgb__text_recognition__04,What brand is on the coffee bag?,,8a3c0f2e30f1a0604498ecb6,False,0.0,0.0,text_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,anls,Text-recognition answer.,0.0,0.0,0.0,0.0
1.0,3,16.142,shared_balanced_frame_count_smoke_v1,1.0,1.0,False,Yes.,4.867,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,2.8121,event,yes,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,1.0,,aligned_dataset/walk_upstairs_split/Seg1/walk_upstairs_event,21.009,molmo2,event__aligned_dataset_walk_upstairs_split_seg1_walk_upstairs_event__event_dynamic_recognition__06,Did the person exit the hallway?,,40984b37f4c755c8653ffedf,False,0.0,1.0,event_dynamic_recognition,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,7,16.142,shared_balanced_frame_count_smoke_v1,,0.28571428571428575,False,On a kitchen shelf.,4.867,frame,too_vague,partially_correct,gemini-3.1-flash-lite,Vague reference to index instead of location.,0.5,2.854,rgb,Image 3,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/cut_potato_and_carrot_split/Seg1/cut_potato_and_carrot_rgb,21.009,molmo2,rgb__aligned_dataset_cut_potato_and_carrot_split_seg1_cut_potato_and_carrot_rgb__text_recognition__05,Where do I see the blue 'HOME BARISTA' bag?,,47b7cf18aea91bcc81434287,False,0.0,0.0,text_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,anls,Text-recognition answer.,0.0,0.0,0.0,0.0
0.0,1,16.142,shared_balanced_frame_count_smoke_v1,,0.0,False,One.,4.867,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Incorrect count.,0.0,2.7983,ir,2,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,0.0,aligned_dataset/make_coffee_split/Seg1/make_coffee_ir,21.008,molmo2,ir__aligned_dataset_make_coffee_split_seg1_make_coffee_ir__counting__01,How many chairs are visible?,,d89a76361c41c9c6cde9f606,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,3,16.142,shared_balanced_frame_count_smoke_v1,0.0,0.0,False,No.,4.867,frame,contradiction,incorrect,gemini-3.1-flash-lite,Incorrect polarity.,0.0,2.807,event,yes,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/walk_upstairs_split/Seg1/walk_upstairs_event,21.009,molmo2,event__aligned_dataset_walk_upstairs_split_seg1_walk_upstairs_event__event_dynamic_recognition__07,Does the person change their pace?,,f7d0576de5703f5eead64e10,False,0.0,0.0,event_dynamic_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,1,16.142,shared_balanced_frame_count_smoke_v1,,0.0,False,Once.,4.867,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Incorrect count.,0.0,2.7966,rgb,0,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/cut_potato_and_carrot_split/Seg1/cut_potato_and_carrot_rgb,21.009,molmo2,rgb__aligned_dataset_cut_potato_and_carrot_split_seg1_cut_potato_and_carrot_rgb__text_recognition__06,How many times does 'Dallmayr' appear?,,4c4839844ce5b46b57ca3fa8,False,0.0,0.0,text_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,token_f1,Counting question.,0.0,0.0,0.0,0.0
0.0,1,16.142,shared_balanced_frame_count_smoke_v1,,0.0,False,One.,4.867,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,2.792,ir,1,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,1.0,aligned_dataset/make_coffee_split/Seg1/make_coffee_ir,21.008,molmo2,ir__aligned_dataset_make_coffee_split_seg1_make_coffee_ir__counting__02,How many tables are in the room?,,22a2398bf14d33df32145c73,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,1,16.142,shared_balanced_frame_count_smoke_v1,,0.0,False,Zero times.,4.867,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Incorrect count.,0.0,2.8002,depth,2,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,0.0,use_computer_split/Seg2/use_computer,21.009,molmo2,depth__use_computer_split_seg2_use_computer__depth_dynamic_counting__06,How many times do the hands recede from the desk surface?,,18f36f3324cabe220085b602,False,0.0,0.0,depth_dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,5,16.142,shared_balanced_frame_count_smoke_v1,,0.22222222222222224,False,Blue.,4.867,frame,wrong_entity,incorrect,gemini-3.1-flash-lite,Incorrect color.,0.0,2.8083,rgb,white,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/cut_potato_and_carrot_split/Seg1/cut_potato_and_carrot_rgb,21.009,molmo2,rgb__aligned_dataset_cut_potato_and_carrot_split_seg1_cut_potato_and_carrot_rgb__text_recognition__07,What is the main color of the 'HOME BARISTA' bag?,,ba5b53e2fdcf8f903251591d,False,0.0,0.0,text_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,anls,Text-recognition answer.,0.0,0.0,0.0,0.0
0.0,21,16.142,shared_balanced_frame_count_smoke_v1,,0.5625000000000001,False,Walking forward.,4.867,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,2.887,event,walk down the hallway,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/walk_upstairs_split/Seg1/walk_upstairs_event,21.009,molmo2,event__aligned_dataset_walk_upstairs_split_seg1_walk_upstairs_event__event_action__01,What is my primary action in the video?,,4d411495671abd393bc2396b,False,0.0,0.0,event_action,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,token_f1,General open-ended short answer.,0.0,0.0,0.0,0.0
0.0,1,16.142,shared_balanced_frame_count_smoke_v1,,0.0,False,Two hands.,4.867,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,2.7822,depth,2,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,1.0,use_computer_split/Seg2/use_computer,21.009,molmo2,depth__use_computer_split_seg2_use_computer__depth_dynamic_counting__07,How many hands are moving concurrently?,,04ab5d5584574bce4b5264f2,False,0.0,0.0,depth_dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
1.0,6,16.142,shared_balanced_frame_count_smoke_v1,,1.0,False,Coffee.,4.867,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,2.8096,rgb,Coffee,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,1.0,,aligned_dataset/cut_potato_and_carrot_split/Seg1/cut_potato_and_carrot_rgb,21.009,molmo2,rgb__aligned_dataset_cut_potato_and_carrot_split_seg1_cut_potato_and_carrot_rgb__text_recognition__08,What does the 'HOME BARISTA' bag likely contain?,,811cc4cf305ca07d00661717,False,0.0,1.0,text_recognition,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,anls,Text-recognition answer.,1.0,1.0,1.0,1.0
0.0,1,16.142,shared_balanced_frame_count_smoke_v1,,0.0,False,"Three (coffee machine, toaster, microwave).",4.867,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,2.791,ir,3,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,1.0,aligned_dataset/make_coffee_split/Seg1/make_coffee_ir,21.009,molmo2,ir__aligned_dataset_make_coffee_split_seg1_make_coffee_ir__counting__04,How many main appliances are on the counter?,,4cdbf98e41ee3a00c2e7c9fb,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
1.0,7,16.142,shared_balanced_frame_count_smoke_v1,,1.0,False,Forward.,4.867,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,2.8387,event,Forward,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,1.0,,aligned_dataset/walk_upstairs_split/Seg1/walk_upstairs_event,21.008,molmo2,event__aligned_dataset_walk_upstairs_split_seg1_walk_upstairs_event__event_action__02,Am I moving backward or forward?,,09c490a35877b461de8e3330,False,0.0,1.0,event_action,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,token_f1,General open-ended short answer.,1.0,1.0,1.0,1.0
0.0,1,16.142,shared_balanced_frame_count_smoke_v1,,0.0,False,Two hands.,4.867,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,2.7856,depth,2,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,1.0,use_computer_split/Seg2/use_computer,21.009,molmo2,depth__use_computer_split_seg2_use_computer__depth_dynamic_counting__08,How many dynamic entities (excluding the camera) are present in the scene?,,ff5fd7dbfb12d3109e11788b,False,0.0,0.0,depth_dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,34,16.142,shared_balanced_frame_count_smoke_v1,,0.6000000000000001,False,Inside the refrigerator.,4.867,frame,other,incorrect,gemini-3.1-flash-lite,Incorrect first scene.,0.0,2.96,rgb,Daytime kitchen scene with a couch,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/cut_potato_and_carrot_split/Seg1/cut_potato_and_carrot_rgb,21.008,molmo2,rgb__aligned_dataset_cut_potato_and_carrot_split_seg1_cut_potato_and_carrot_rgb__scene_sequence__01,What was the first scene?,,a6694f57e6faf3fb17eb91f3,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,1,16.142,shared_balanced_frame_count_smoke_v1,,0.0,False,One.,4.867,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,2.7912,ir,1,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,1.0,aligned_dataset/make_coffee_split/Seg1/make_coffee_ir,21.008,molmo2,ir__aligned_dataset_make_coffee_split_seg1_make_coffee_ir__counting__05,How many couches are visible?,,d0ad608b56be460c8fc0ee31,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
1.0,2,16.142,shared_balanced_frame_count_smoke_v1,1.0,1.0,False,No.,4.867,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,2.8325,event,no,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,1.0,,aligned_dataset/walk_upstairs_split/Seg1/walk_upstairs_event,21.008,molmo2,event__aligned_dataset_walk_upstairs_split_seg1_walk_upstairs_event__event_action__03,Do I interact with the door?,,2de1f9bc4e6b969a0f57668e,False,0.0,1.0,event_action,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.0,3,16.142,shared_balanced_frame_count_smoke_v1,1.0,0.3157894736842105,False,"Yes, it is reachable.",4.867,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,2.8095,depth,Yes,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,use_computer_split/Seg2/use_computer,21.009,molmo2,depth__use_computer_split_seg2_use_computer__depth_navigation__01,Is there a clear path for me to move my hand from the notebook to the laptop keyboard?,,50c5cc667f1f7c99496cd97c,False,0.0,0.4,depth_navigation,0.5,0.6666666666666666,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.4,1.0,0.25
0.0,21,16.142,shared_balanced_frame_count_smoke_v1,,0.65,False,The kitchen table and sofa.,4.867,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,2.8549,rgb,A black leather couch,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/cut_potato_and_carrot_split/Seg1/cut_potato_and_carrot_rgb,21.009,molmo2,rgb__aligned_dataset_cut_potato_and_carrot_split_seg1_cut_potato_and_carrot_rgb__scene_sequence__02,What did I pass before the kitchen counter?,,ae4814663a1163dc5703b719,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,81,16.142,shared_balanced_frame_count_smoke_v1,,0.47916666666666674,False,It does not change significantly.,4.867,frame,other,incorrect,gemini-3.1-flash-lite,Incorrect change in movement description.,0.0,3.1777,event,The movement changes from walking through a hallway to running through a hallway.,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/walk_upstairs_split/Seg1/walk_upstairs_event,21.008,molmo2,event__aligned_dataset_walk_upstairs_split_seg1_walk_upstairs_event__event_action__04,How does my movement change?,,1ec74d28b78a5ce9ebceea77,False,0.1,0.0,event_action,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,token_f1,General open-ended short answer.,0.0,0.0,0.0,0.0
0.0,6,16.142,shared_balanced_frame_count_smoke_v1,,0.25,False,They move within a stable plane.,4.867,frame,other,incorrect,gemini-3.1-flash-lite,Incorrect direction.,0.0,2.8333,depth,Toward,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,use_computer_split/Seg2/use_computer,21.009,molmo2,depth__use_computer_split_seg2_use_computer__depth_dynamic_recognition__01,Are the hands moving toward or away from the camera?,,56d9c73b8de808d0e6557175,False,0.0,0.0,depth_dynamic_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,token_f1,General open-ended short answer.,0.0,0.0,0.0,0.0
0.0,36,16.142,shared_balanced_frame_count_smoke_v1,,0.8474576271186439,False,The living/dining area of the kitchen.,4.867,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,2.9893,rgb,"In the kitchen, at the dining table.",molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/cut_potato_and_carrot_split/Seg1/cut_potato_and_carrot_rgb,21.009,molmo2,rgb__aligned_dataset_cut_potato_and_carrot_split_seg1_cut_potato_and_carrot_rgb__scene_sequence__03,Where was I just before reaching the shelves?,,a344159eb3d08d164cfc2794,False,0.0,0.20000000000000004,scene_sequence,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.4000000000000001,0.4,0.4
0.0,3,16.142,shared_balanced_frame_count_smoke_v1,0.0,0.0,False,No.,4.867,frame,contradiction,incorrect,gemini-3.1-flash-lite,Incorrect polarity.,0.0,2.8206,event,Yes,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/walk_upstairs_split/Seg1/walk_upstairs_event,21.008,molmo2,event__aligned_dataset_walk_upstairs_split_seg1_walk_upstairs_event__event_action__05,Am I stationary at any point?,,c1a787e16c9372d46c2f63b8,False,0.0,0.0,event_action,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,1,16.142,shared_balanced_frame_count_smoke_v1,,0.0,False,One.,4.867,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,2.7664,ir,1,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,1.0,aligned_dataset/make_coffee_split/Seg1/make_coffee_ir,21.009,molmo2,ir__aligned_dataset_make_coffee_split_seg1_make_coffee_ir__counting__09,How many ironing boards are in the scene?,,f21e09b5f7f477c7e736be54,False,0.0,0.0,counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,7,16.142,shared_balanced_frame_count_smoke_v1,,0.11764705882352941,False,Navigation.,4.867,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,2.8257,event,explore,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/walk_upstairs_split/Seg1/walk_upstairs_event,21.009,molmo2,event__aligned_dataset_walk_upstairs_split_seg1_walk_upstairs_event__event_action__07,What is my intent based on my movement?,,c041be4e7d6b8ec95e5aaf39,False,0.0,0.0,event_action,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,token_f1,General open-ended short answer.,0.0,0.0,0.0,0.0
0.0,7,16.142,shared_balanced_frame_count_smoke_v1,,0.2162162162162162,False,The dining table with the rice cooker.,4.867,frame,wrong_entity,incorrect,gemini-3.1-flash-lite,Incorrect object passed.,0.0,2.8014,rgb,A shelf,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/cut_potato_and_carrot_split/Seg1/cut_potato_and_carrot_rgb,21.009,molmo2,rgb__aligned_dataset_cut_potato_and_carrot_split_seg1_cut_potato_and_carrot_rgb__scene_sequence__06,What did I pass after closing the fridge?,,6da505a3eb992ed11e68ab21,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.5,2,16.142,shared_balanced_frame_count_smoke_v1,,0.6666666666666666,False,None.,4.867,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,2.7862,ir,no,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/make_coffee_split/Seg1/make_coffee_ir,21.008,molmo2,ir__aligned_dataset_make_coffee_split_seg1_make_coffee_ir__dynamic_counting__02,Are there any pets moving?,,e2ae9bae400ba66f7c7a286b,False,0.0,0.0,dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,token_f1,Counting question.,0.0,0.0,0.0,0.0
0.6,3,16.142,shared_balanced_frame_count_smoke_v1,,0.8571428571428571,False,A mug,4.867,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,2.8486,event,Mug,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,1.0,,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_event,21.009,molmo2,event__aligned_dataset_wash_cup_and_drink_water_split_seg1_wash_cup_and_drink_water_event__event_object_recognition__01,What main object do I grab from the cupboard shelf at the beginning of the video?,,fee0cdcc80a457c1ef779a89,False,0.0,1.0,event_object_recognition,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,token_f1,General open-ended short answer.,1.0,1.0,1.0,1.0
0.5,2,16.142,shared_balanced_frame_count_smoke_v1,,0.6666666666666666,False,None.,4.867,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,2.771,ir,no,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/make_coffee_split/Seg1/make_coffee_ir,21.009,molmo2,ir__aligned_dataset_make_coffee_split_seg1_make_coffee_ir__dynamic_counting__03,Do any mechanical objects move autonomously?,,5b9b9af1abe09d0d058396fc,False,0.0,0.0,dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,token_f1,Counting question.,0.0,0.0,0.0,0.0
0.0,27,16.142,shared_balanced_frame_count_smoke_v1,,0.5333333333333333,False,To the left,4.867,frame,other,incorrect,gemini-3.1-flash-lite,Incorrect relative position.,0.0,2.9812,event,To the right of the faucet.,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_event,21.009,molmo2,event__aligned_dataset_wash_cup_and_drink_water_split_seg1_wash_cup_and_drink_water_event__event_spatial_reasoning__01,Where is the detergent bottle located relative to the faucet on the countertop?,,a9139745c2f2e05f71e1404f,False,0.0,0.3333333333333333,event_spatial_reasoning,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,token_f1,General open-ended short answer.,0.3333333333333333,0.3333333333333333,0.25,0.5
0.0,2,16.142,shared_balanced_frame_count_smoke_v1,0.0,0.0,False,Yes.,4.867,frame,other,incorrect,gemini-3.1-flash-lite,Incorrect classification of motion.,0.0,2.8003,depth,No,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,use_computer_split/Seg2/use_computer,21.009,molmo2,depth__use_computer_split_seg2_use_computer__depth_dynamic_recognition__08,Is the motion of the hands consistent with writing?,,439752a81c5ad68cddcd11c3,False,0.0,0.0,depth_dynamic_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,52,16.142,shared_balanced_frame_count_smoke_v1,,0.4857142857142857,False,In front of the open refrigerator.,4.867,frame,missing_detail,partially_correct,gemini-3.1-flash-lite,General location is correct but misses the specific initial state.,0.5,3.0632,rgb,In the kitchen area with the dining table and couch.,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/cut_potato_and_carrot_split/Seg1/cut_potato_and_carrot_rgb,21.008,molmo2,rgb__aligned_dataset_cut_potato_and_carrot_split_seg1_cut_potato_and_carrot_rgb__scene_sequence__10,Where did I start?,,57f39c081c687f6580aedf56,False,0.0,0.15384615384615385,scene_sequence,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.15384615384615385,0.125,0.2
0.0,1,16.142,shared_balanced_frame_count_smoke_v1,,0.0,False,None.,4.867,frame,none,correct,gemini-3.1-flash-lite,Matches ground truth.,1.0,2.7669,ir,0,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/make_coffee_split/Seg1/make_coffee_ir,21.009,molmo2,ir__aligned_dataset_make_coffee_split_seg1_make_coffee_ir__dynamic_counting__04,Count the number of vehicles passing by.,,1a1f2e16e08dce4503b8833b,False,0.0,0.0,dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,token_f1,Counting question.,0.0,0.0,0.0,0.0
0.0,25,16.142,shared_balanced_frame_count_smoke_v1,,0.5,False,Pan down to sink,4.867,frame,other,incorrect,gemini-3.1-flash-lite,Event sequence does not match.,0.0,2.9991,event,Wash the mug in the sink.,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_event,21.009,molmo2,event__aligned_dataset_wash_cup_and_drink_water_split_seg1_wash_cup_and_drink_water_event__event_scene_sequence__01,What do I do immediately after grabbing the mug from the cupboard?,,0cbddf61b79d32d988b3836b,False,0.0,0.25,event_scene_sequence,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.25,0.25,0.25
0.0,13,16.142,shared_balanced_frame_count_smoke_v1,,0.5,False,Writing or drawing.,4.867,frame,other,incorrect,gemini-3.1-flash-lite,Action incorrectly identified.,0.0,2.8288,depth,Washing hands,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,use_computer_split/Seg2/use_computer,21.009,molmo2,depth__use_computer_split_seg2_use_computer__depth_action__01,What is the subject doing with their hands?,,a4a9bf76ff74419a4c65403b,False,0.0,0.0,depth_action,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,token_f1,General open-ended short answer.,0.0,0.0,0.0,0.0
