source_qa_id,question,source_modality,source_section,ground_truth_answer,rgb_score,rgb_rank,ir_score,ir_rank,event_score,event_rank,depth_score,depth_rank
ir__aligned_dataset_wash_hand_split_seg3_wash_hands_ir__scene_sequence__01,What is the primary activity I am performing in the video?,ir,scene_sequence,I am washing my hands.,0.5714285714285715,1,0.5714285714285715,1,0.5714285714285715,1,0.5714285714285715,1
ir__aligned_dataset_wash_hand_split_seg3_wash_hands_ir__scene_sequence__02,Is there a sequence of multiple rooms involved?,ir,scene_sequence,"No, the entire sequence takes place in the same bathroom.",0.2222222222222222,1,0.2222222222222222,1,0.2222222222222222,1,0.2222222222222222,1
ir__aligned_dataset_wash_hand_split_seg3_wash_hands_ir__scene_sequence__03,Do I transition between different locations?,ir,scene_sequence,"No, there is no transition between locations.",0.25,1,0.25,1,0.25,1,0.25,1
ir__aligned_dataset_wash_hand_split_seg3_wash_hands_ir__scene_sequence__04,What is the first object I interact with?,ir,scene_sequence,I first interact with the faucet to turn on the water.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hand_split_seg3_wash_hands_ir__scene_sequence__05,What is the final object I interact with?,ir,scene_sequence,The final object I interact with is the paper towel dispenser.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hand_split_seg3_wash_hands_ir__scene_sequence__06,Is the scene sequence limited to just the sink area?,ir,scene_sequence,"Yes, the entire sequence is restricted to the sink and the immediate wall area.",0.16666666666666669,1,0.16666666666666669,1,0.16666666666666669,1,0.16666666666666669,1
ir__aligned_dataset_wash_hand_split_seg3_wash_hands_ir__scene_sequence__07,What is the sequence of hand movements I perform under the faucet?,ir,scene_sequence,"I move my hands under the stream, rub them together, and rinse them.",0.1,3,0.0,4,0.26666666666666666,1,0.13333333333333333,2
ir__aligned_dataset_wash_hand_split_seg3_wash_hands_ir__scene_sequence__08,Do I use soap before rinsing?,ir,scene_sequence,"The IR frames do not show a clear application of soap, only rinsing and rubbing.",0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hand_split_seg3_wash_hands_ir__scene_sequence__09,Is there any transition after finishing hand washing?,ir,scene_sequence,"No, the video ends after I dry my hands with a paper towel.",0.0,2,0.16666666666666669,1,0.16666666666666669,1,0.16666666666666669,1
ir__aligned_dataset_wash_hand_split_seg3_wash_hands_ir__scene_sequence__10,Does the scene change perspective at any point?,ir,scene_sequence,"No, the perspective remains fixed throughout.",0.0,2,0.0,2,0.0,2,0.33333333333333337,1
ir__aligned_dataset_wash_hand_split_seg3_wash_hands_ir__spatial_reasoning__01,Where is the power outlet located in relation to the sink basin?,ir,spatial_reasoning,The power outlet is located on the wall to the left of the sink basin.,0.625,1,0.15384615384615385,3,0.28571428571428575,2,0.28571428571428575,2
ir__aligned_dataset_wash_hand_split_seg3_wash_hands_ir__text_recognition__01,What is the brand name visible on the bathroom sink?,ir,text_recognition,The brand name visible is 'GEBERIT'.,0.0,2,0.0,2,0.0,2,0.6,1
ir__aligned_dataset_wash_hand_split_seg3_wash_hands_ir__text_recognition__02,In which frame does the brand name 'GEBERIT' first appear?,ir,text_recognition,"It appears from the very first frame, 000000.",0.4,1,0.2,2,0.4,1,0.18181818181818182,3
ir__aligned_dataset_wash_hand_split_seg3_wash_hands_ir__text_recognition__04,Is the text 'GEBERIT' clearly readable in the infrared footage?,ir,text_recognition,"Yes, it is readable as a distinct thermal contrast on the ceramic.",0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hand_split_seg3_wash_hands_ir__text_recognition__05,Does the text change position throughout the video?,ir,text_recognition,"No, the camera remains stationary relative to the sink.",0.25,1,0.25,1,0.25,1,0.25,1
ir__aligned_dataset_wash_hand_split_seg3_wash_hands_ir__text_recognition__06,"Besides the sink, is there any other text visible in the bathroom environment?",ir,text_recognition,"No, there is no other text visible in the provided frames.",0.18181818181818182,1,0.18181818181818182,1,0.18181818181818182,1,0.18181818181818182,1
ir__aligned_dataset_wash_hand_split_seg3_wash_hands_ir__text_recognition__07,Does the brand name help identify the type of fixture installed?,ir,text_recognition,"Yes, it indicates that the basin is a Geberit bathroom fixture.",0.19999999999999998,1,0.0,2,0.0,2,0.0,2
ir__aligned_dataset_wash_hand_split_seg3_wash_hands_ir__text_recognition__08,How many times is the brand name visible?,ir,text_recognition,"The text is visible throughout the entire sequence, appearing in all frames.",0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hand_split_seg4_wash_hands_ir__action__01,What item was I holding in my hands while looking at the mirror?,ir,action,A paper towel.,0.5,1,0.0,2,0.0,2,0.0,2
ir__aligned_dataset_wash_hand_split_seg4_wash_hands_ir__counting__01,How many sinks are visible in the bathroom area?,ir,counting,One.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hand_split_seg4_wash_hands_ir__dynamic_counting__01,How many people were moving in the computer room besides me?,ir,dynamic_counting,Zero.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hand_split_seg4_wash_hands_ir__dynamic_recognition__01,What was the main dynamic action performed while standing at the sink?,ir,dynamic_recognition,Drying hands with a paper towel.,0.28571428571428575,1,0.28571428571428575,1,0.28571428571428575,1,0.28571428571428575,1
ir__aligned_dataset_wash_hand_split_seg4_wash_hands_ir__light_change__01,Did the light level change significantly as I walked from the bathroom to the computer room?,ir,light_change,"No, it remained consistent.",0.0,2,0.0,2,0.4,1,0.0,2
ir__aligned_dataset_wash_hand_split_seg4_wash_hands_ir__light_recognition__01,What object on the wall controls the artificial lighting in the room?,ir,light_recognition,A light switch.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_wash_hand_split_seg4_wash_hands_ir__navigation__01,"After opening the bathroom door, which direction did I proceed to enter the computer room?",ir,navigation,Forward.,0.0,2,0.0,2,0.0,2,1.0,1
ir__aligned_dataset_wash_hand_split_seg4_wash_hands_ir__non_common__01,Is there any furniture that seems placed in an impossible or illogical location?,ir,non_common,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_wash_hand_split_seg4_wash_hands_ir__object_recognition__01,What kind of fixture is mounted on the wall directly above the sink area?,ir,object_recognition,A soap dispenser.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hand_split_seg4_wash_hands_ir__scene_sequence__01,What type of room did I enter after walking out of the bathroom?,ir,scene_sequence,A room with multiple computer workstations.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hand_split_seg4_wash_hands_ir__spatial_reasoning__01,"Relative to the position of the sink, where is the wall-mounted light switch located?",ir,spatial_reasoning,To the right of the sink.,0.25,2,0.25,2,0.3333333333333333,1,0.3333333333333333,1
ir__aligned_dataset_wash_hand_split_seg4_wash_hands_ir__text_recognition__01,What is the text written on the QR code label found on the door?,ir,text_recognition,02.B.20 WC H,0.0,2,0.5714285714285715,1,0.0,2,0.0,2
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__action__01,What is my main action?,ir,action,Walking and opening a door.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__action__02,What object am I interacting with?,ir,action,The door handle.,0.6666666666666666,1,0.6666666666666666,1,0.0,2,0.0,2
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__action__03,What is the purpose of my action?,ir,action,To exit the office.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__action__04,What is the consequence of opening the door?,ir,action,I move into the hallway.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__action__05,Am I carrying anything?,ir,action,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__action__06,Is my movement fast or slow?,ir,action,Steady pace.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__action__07,Do I stop at the desk?,ir,action,"No, I move past it.",0.33333333333333337,1,0.33333333333333337,1,0.33333333333333337,1,0.33333333333333337,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__action__08,What is my final state in the video?,ir,action,I am entering the hallway.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__counting__01,How many desks are in the office?,ir,counting,Two.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__counting__02,How many monitors are there?,ir,counting,Two.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__counting__03,How many computer towers are visible?,ir,counting,Two.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__counting__04,How many chairs are there?,ir,counting,Two.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__counting__05,How many water bottles are visible?,ir,counting,One.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__counting__06,How many doors can be seen?,ir,counting,One.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__counting__08,How many total pieces of furniture are mentioned?,ir,counting,Four (desks and chairs).,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__counting__09,Are there any other rooms visible?,ir,counting,"No, just the office and hallway.",0.33333333333333337,1,0.33333333333333337,1,0.33333333333333337,1,0.33333333333333337,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__counting__10,How many total items are listed?,ir,counting,Eight.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_counting__01,How many people are in the video?,ir,dynamic_counting,None.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_counting__02,How many moving objects are there?,ir,dynamic_counting,None.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_counting__03,Did a car pass by the window?,ir,dynamic_counting,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_counting__04,Are there any pets?,ir,dynamic_counting,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_counting__05,How many dynamic entities did I pass?,ir,dynamic_counting,None.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_counting__06,Did a door close on its own?,ir,dynamic_counting,No.,1.0,1,0.0,2,1.0,1,1.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_counting__07,Are there any automated systems moving?,ir,dynamic_counting,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_counting__08,How many times did an object move?,ir,dynamic_counting,None.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_recognition__01,Did a new object appear?,ir,dynamic_recognition,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_recognition__02,Did a person walk in?,ir,dynamic_recognition,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_recognition__03,Did the door move on its own?,ir,dynamic_recognition,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_recognition__04,Is there any motion in the hallway?,ir,dynamic_recognition,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_recognition__05,Did a car approach?,ir,dynamic_recognition,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_recognition__07,Did an object fall?,ir,dynamic_recognition,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__dynamic_recognition__08,Is there any movement duration?,ir,dynamic_recognition,No.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__light_change__01,Does the light intensity increase or decrease?,ir,light_change,It decreases.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__light_change__02,Is there a sudden change in lighting?,ir,light_change,"No, it is a transition through the video.",0.0,2,0.0,2,0.2857142857142857,1,0.2857142857142857,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__light_change__03,Does the lighting become brighter by the end?,ir,light_change,No.,1.0,1,1.0,1,1.0,1,0.0,2
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__light_change__04,Is the hallway brighter than the office?,ir,light_change,"No, both are dark.",0.4,1,0.4,1,0.4,1,0.0,2
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__light_change__05,Are the lights in the office turned off?,ir,light_change,The ambient light fades.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__light_change__06,What causes the dark scene at the end?,ir,light_change,Transition to a night setting.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__light_change__07,Is the change in lighting gradual?,ir,light_change,Yes.,0.0,2,0.0,2,0.0,2,1.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__light_change__08,Does the light from the monitors change during the video?,ir,light_change,"No, it remains relatively constant.",0.33333333333333337,1,0.33333333333333337,1,0.33333333333333337,1,0.33333333333333337,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__light_recognition__01,What is the primary source of light in the room during the night?,ir,light_recognition,The primary light source at night is the light from the computer monitors.,0.16666666666666669,2,0.16666666666666669,2,0.22222222222222224,1,0.1095890410958904,3
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__navigation__01,How do I get to the door from the desk?,ir,navigation,I walk forward towards it.,0.25,2,0.20000000000000004,3,0.26666666666666666,1,0.20000000000000004,3
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__navigation__02,How many steps to the door?,ir,navigation,Approximately 3-4 steps.,0.0,2,0.0,2,0.4,1,0.0,2
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__navigation__03,Which direction do I turn?,ir,navigation,"I don't turn significantly, I move straight ahead.",0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__navigation__04,Where is the door located?,ir,navigation,Opposite the desk area.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__navigation__05,What path do I take?,ir,navigation,A straight path.,0.0,3,0.0,3,0.5,2,0.6666666666666666,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__navigation__06,What is the sequence of navigation?,ir,navigation,"Walk to door, open door, move through.",0.0,2,0.15384615384615383,1,0.0,2,0.0,2
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__navigation__07,How do I exit the office?,ir,navigation,Walk to the door and open it.,0.25,1,0.25,1,0.2222222222222222,2,0.09090909090909091,3
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__navigation__08,Is the path straight?,ir,navigation,"Yes, mostly straight.",0.0,2,0.0,2,0.0,2,0.5,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__navigation__09,What should I do to enter the hall?,ir,navigation,Open the door and pass through.,0.5714285714285715,1,0.5714285714285715,1,0.25,2,0.0,3
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__navigation__10,Is the door to the left or right of the desk?,ir,navigation,It is ahead of the desk.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__non_common__01,Does the placement of the sink violate standard office layout design?,ir,non_common,"Yes, having a sink directly in the transition space between an office and a hallway is unconventional.",0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__object_recognition__01,What items are placed on the desks in the office space?,ir,object_recognition,"Two computer monitors, two computer towers, and a water bottle.",0.35294117647058826,2,0.5,1,0.0,3,0.0,3
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__scene_sequence__01,Where does the video start?,ir,scene_sequence,In an office.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__scene_sequence__02,What do I see first?,ir,scene_sequence,Two desks with computers.,0.0,2,0.18181818181818182,1,0.0,2,0.0,2
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__scene_sequence__03,What do I do after observing the desks?,ir,scene_sequence,I walk toward the door.,0.5454545454545454,1,0.0,2,0.0,2,0.0,2
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__scene_sequence__04,What is the action I perform at the door?,ir,scene_sequence,I turn the door handle to open it.,0.25,1,0.25,1,0.25,1,0.25,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__scene_sequence__05,Where do I go after exiting the room?,ir,scene_sequence,Into the hallway.,0.0,2,0.0,2,0.6666666666666666,1,0.0,2
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__scene_sequence__06,What objects do I pass in the room?,ir,scene_sequence,"Desks, chairs, and computers.",0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__scene_sequence__07,Is the room empty?,ir,scene_sequence,"No, it contains furniture.",0.4,1,0.4,1,0.0,2,0.0,2
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__scene_sequence__08,What is the last thing I see before the video ends?,ir,scene_sequence,A hallway.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__scene_sequence__09,What is the sequence of my movement?,ir,scene_sequence,"Start at desks, move to door, open door, exit room.",0.11764705882352941,1,0.10526315789473685,2,0.0,3,0.0,3
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__scene_sequence__10,Do I close the door after leaving?,ir,scene_sequence,The video ends while I am at the door/entering the hallway.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__spatial_reasoning__01,Where is the office chair located relative to the desk on the left?,ir,spatial_reasoning,The office chair is positioned directly in front of the desk.,0.0,2,0.1818181818181818,1,0.0,2,0.0,2
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__text_recognition__01,What is the text on the sign on the door?,ir,text_recognition,The sign says 'Dear students! Please make sure to close the windows upon leaving our student rooms. Thank you.',0.21052631578947367,2,0.5714285714285714,1,0.21052631578947367,2,0.0,3
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__text_recognition__02,What is the purpose of the sign?,ir,text_recognition,Its purpose is to remind students to close windows when leaving.,0.0,3,0.761904761904762,1,0.0,3,0.10526315789473685,2
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__text_recognition__03,Is there another sign on the door?,ir,text_recognition,Yes.,1.0,1,0.0,2,0.0,2,0.0,2
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__text_recognition__04,What does the second sign contain?,ir,text_recognition,A QR code and 'Büro 19'.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__text_recognition__05,Where is the sign located?,ir,text_recognition,On the door.,1.0,1,0.5,2,0.5,2,0.0,3
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__text_recognition__06,How many signs are mentioned?,ir,text_recognition,Two.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__text_recognition__07,Does the sign mention students?,ir,text_recognition,Yes.,0.0,2,1.0,1,0.0,2,0.0,2
ir__aligned_dataset_wash_hands_split_seg1_wash_hands_ir__text_recognition__08,What does the sign ask to close?,ir,text_recognition,The windows.,0.0,2,1.0,1,0.0,2,0.0,2
ir__aligned_dataset_wash_hands_split_seg2_wash_hands_ir__light_recognition__01,What is the nature of the light source in the restroom?,ir,light_recognition,Artificial overhead lighting.,0.5,1,0.5,1,0.5,1,0.15384615384615383,2
ir__aligned_dataset_wash_hands_split_seg2_wash_hands_ir__non_common__01,Is there any object in this restroom that violates standard layout design?,ir,non_common,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_wash_hands_split_seg2_wash_hands_ir__object_recognition__01,What items are present in this restroom besides the toilet and sink?,ir,object_recognition,"A soap dispenser, a mirror, a light switch, and a toilet paper holder.",0.2857142857142857,3,0.30769230769230765,2,0.3333333333333333,1,0.0,4
ir__aligned_dataset_wash_hands_split_seg2_wash_hands_ir__spatial_reasoning__01,Where is the light switch positioned relative to the sink?,ir,spatial_reasoning,The light switch is mounted on the wall to the right of the mirror and the sink.,0.4444444444444444,1,0.4444444444444444,1,0.14285714285714285,2,0.4444444444444444,1
ir__aligned_dataset_wash_hands_split_seg3_wash_hands_ir__action__01,What is the final state of my hands?,ir,action,They are clean and dry.,0.5,1,0.25,2,0.0,3,0.0,3
ir__aligned_dataset_wash_hands_split_seg3_wash_hands_ir__dynamic_counting__01,Did the mirror shift?,ir,dynamic_counting,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_wash_hands_split_seg3_wash_hands_ir__dynamic_recognition__01,Did any object fall?,ir,dynamic_recognition,No.,1.0,1,1.0,1,0.0,2,0.0,2
ir__aligned_dataset_wash_hands_split_seg3_wash_hands_ir__light_change__01,Was there a change in light direction?,ir,light_change,"No, the light source and direction remained constant.",0.25,1,0.25,1,0.25,1,0.25,1
ir__aligned_dataset_wash_hands_split_seg3_wash_hands_ir__light_recognition__01,What is the primary thermal characteristic of the faucet?,ir,light_recognition,"The faucet appears as a highly reflective, bright thermal object compared to the sink surface.",0.0,2,0.0,2,0.0,2,0.12903225806451615,1
ir__aligned_dataset_wash_hands_split_seg3_wash_hands_ir__non_common__01,Are there any physical objects or furniture items that appear to be placed illogically or in a way that violates common sense?,ir,non_common,"No, all objects are placed in typical, functional locations.",0.19999999999999998,1,0.19999999999999998,1,0.19999999999999998,1,0.19999999999999998,1
ir__aligned_dataset_wash_hands_split_seg3_wash_hands_ir__object_recognition__01,What is the primary material and finish of the faucet visible above the sink?,ir,object_recognition,The faucet is made of metal with a chrome finish.,0.2222222222222222,1,0.18181818181818182,2,0.0,3,0.0,3
ir__aligned_dataset_wash_hands_split_seg3_wash_hands_ir__scene_sequence__01,What concludes my task at the sink?,ir,scene_sequence,Drying my hands with a paper towel.,0.1818181818181818,3,0.25,2,0.0,4,0.5,1
ir__aligned_dataset_wash_hands_split_seg3_wash_hands_ir__spatial_reasoning__01,Where is the light switch located in relation to the sink basin?,ir,spatial_reasoning,The light switch is located on the wall to the left of the sink basin.,0.625,1,0.15384615384615385,3,0.13333333333333333,4,0.28571428571428575,2
ir__aligned_dataset_wash_hands_split_seg3_wash_hands_ir__text_recognition__01,What is the purpose of the identified text/logo?,ir,text_recognition,The purpose is brand identification of the plumbing fixture.,0.4444444444444445,1,0.125,2,0.125,2,0.125,2
ir__aligned_dataset_wash_hands_split_seg4_wash_hands_ir__action__01,What is the final action I perform before the video ends?,ir,action,I open the door using my key card.,0.22222222222222224,1,0.22222222222222224,1,0.0,2,0.0,2
ir__aligned_dataset_wash_hands_split_seg4_wash_hands_ir__counting__01,How many sinks are visible in the video?,ir,counting,One.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg4_wash_hands_ir__dynamic_counting__01,How many other people are moving around in the video?,ir,dynamic_counting,Zero.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg4_wash_hands_ir__dynamic_recognition__01,Does the door handle move at any point in the video?,ir,dynamic_recognition,"Yes, when I unlock and open the door.",0.25,1,0.25,1,0.25,1,0.0,2
ir__aligned_dataset_wash_hands_split_seg4_wash_hands_ir__light_change__01,Does the overall light intensity increase or decrease when I enter the hallway?,ir,light_change,The light intensity remains relatively consistent.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg4_wash_hands_ir__light_recognition__01,What is the primary source of illumination in this room?,ir,light_recognition,Ceiling-mounted interior lights.,0.0,3,0.04347826086956521,2,0.0,3,0.3333333333333333,1
ir__aligned_dataset_wash_hands_split_seg4_wash_hands_ir__navigation__01,How do I exit the bathroom?,ir,navigation,"Turn to the door, unlock it with an access card, and push it open.",0.14285714285714285,1,0.14285714285714285,1,0.14285714285714285,1,0.11764705882352941,2
ir__aligned_dataset_wash_hands_split_seg4_wash_hands_ir__non_common__01,Are there any objects in the video that appear to be floating or violating physical laws?,ir,non_common,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_wash_hands_split_seg4_wash_hands_ir__object_recognition__01,What kind of dispenser is mounted on the wall near the mirror?,ir,object_recognition,A paper towel dispenser.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_hands_split_seg4_wash_hands_ir__scene_sequence__01,What is the sequence of rooms I transition through?,ir,scene_sequence,I move from the restroom into a hallway containing computer workstations.,0.0,2,0.1818181818181818,1,0.0,2,0.0,2
ir__aligned_dataset_wash_hands_split_seg4_wash_hands_ir__spatial_reasoning__01,Is the paper towel dispenser closer to the mirror than the door?,ir,spatial_reasoning,"Yes, the paper towel dispenser is closer.",0.2857142857142857,1,0.2857142857142857,1,0.0,2,0.0,2
ir__aligned_dataset_wash_hands_split_seg4_wash_hands_ir__text_recognition__01,What is the room code written on the label near the door?,ir,text_recognition,02.B.20.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_my_face_split_seg1_wash_my_face_ir__action__01,What is the final action I perform before the video goes dark?,ir,action,I switch off the light.,0.25,2,0.25,2,0.5,1,0.0,3
ir__aligned_dataset_wash_my_face_split_seg1_wash_my_face_ir__counting__01,How many sinks are visible in the bathroom?,ir,counting,One.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_my_face_split_seg1_wash_my_face_ir__dynamic_counting__01,How many other people besides me are in the room?,ir,dynamic_counting,Zero.,0.0,1,0.0,1,0.0,1,0.0,1
ir__aligned_dataset_wash_my_face_split_seg1_wash_my_face_ir__dynamic_recognition__01,Does any object start moving while I am at the sink?,ir,dynamic_recognition,No.,1.0,1,1.0,1,1.0,1,1.0,1
ir__aligned_dataset_wash_my_face_split_seg1_wash_my_face_ir__light_change__01,Did the room become darker or brighter by the end of the video?,ir,light_change,It became darker.,0.5,1,0.5,1,0.5,1,0.0,2
ir__aligned_dataset_wash_my_face_split_seg1_wash_my_face_ir__light_recognition__01,What does the subject do to the lighting in the room before exiting?,ir,light_recognition,The subject turns off the light.,0.8571428571428571,1,0.8571428571428571,1,0.8571428571428571,1,0.5714285714285715,2
ir__aligned_dataset_wash_my_face_split_seg1_wash_my_face_ir__navigation__01,"To exit the bathroom, which direction should I turn from the sink?",ir,navigation,Turn right.,0.0,2,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
