input,size,model_family,model,modality,section,section_raw,total,answered,answer_rate,judge_evaluated,task_aware_score,token_f1,bleu_4,rouge_l_f1,meteor,judge_strict_accuracy,judge_soft_accuracy
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,ir,scene_sequence,scene_sequence,177,177,1.0,177,0.3088512241054614,0.2970384958030716,0.31449523600883794,0.29377833327072567,0.1534236515837307,0.5480225988700564,0.5932203389830508
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,ir,spatial_reasoning,spatial_reasoning,50,50,1.0,50,0.36171908792961427,0.3405921038026301,0.14462008123217862,0.32862240683293314,0.21762656248114845,0.66,0.66
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,ir,text_recognition,text_recognition,159,159,1.0,159,0.512081454098186,0.3592459529394967,0.36733903729189576,0.3581540591589236,0.1876522231886256,0.6289308176100629,0.6540880503144654
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,rgb,action,action,266,266,1.0,266,0.43150172717841895,0.35508487531928484,0.33447951780597157,0.35307986278795656,0.16923358194677013,0.6766917293233082,0.7142857142857143
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,rgb,counting,counting,273,273,1.0,273,0.5897435897435898,0.08393464820263828,0.535115093771428,0.08393464820263828,0.03658831743248457,0.608058608058608,0.608058608058608
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,rgb,dynamic_counting,dynamic_counting,279,279,1.0,279,0.649542015133413,0.3094702788251175,0.5809799250448907,0.3094702788251175,0.1483405856880941,0.7706093189964157,0.7795698924731183
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,rgb,dynamic_recognition,dynamic_recognition,157,157,1.0,157,0.43896080975390606,0.28198328012098445,0.3279312248489843,0.2815440093105298,0.12597864661803618,0.445859872611465,0.4745222929936306
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,rgb,light_change,light_change,288,288,1.0,288,0.4721064814814815,0.32666746776734523,0.4158402234155812,0.32508918493906236,0.1523322829301589,0.5069444444444444,0.5104166666666666
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,rgb,light_recognition,light_recognition,54,54,1.0,54,0.3187963199591107,0.34808924925204,0.3454504054078749,0.33762481656538507,0.1813835073127403,0.6666666666666666,0.6851851851851852
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,rgb,navigation,navigation,273,273,1.0,273,0.3269230769230769,0.26843050031760146,0.257463922996747,0.26581385673920677,0.13117788213497816,0.5714285714285714,0.6117216117216118
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,rgb,non_common,non_common,68,68,1.0,68,0.7877765208647561,0.4297457036427625,0.33623784855115124,0.428520213446684,0.203592689208208,0.8235294117647058,0.8235294117647058
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,rgb,object_recognition,object_recognition,50,50,1.0,50,0.38130905695611583,0.4086020866317541,0.45236880699868615,0.39672644014127395,0.2131057805060882,0.66,0.72
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,rgb,scene_sequence,scene_sequence,303,303,1.0,303,0.2629262926292629,0.27777746374634515,0.2706446696539093,0.27071800806457236,0.15393596971134138,0.44554455445544555,0.4966996699669967
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,rgb,spatial_reasoning,spatial_reasoning,51,51,1.0,51,0.39670887062983223,0.40288831210339127,0.3573355537616486,0.3966037469952968,0.3065845184749635,0.5686274509803921,0.5784313725490197
frame 8,8B,Qwen3-VL,Qwen3-VL-8B-Instruct,rgb,text_recognition,text_recognition,256,256,1.0,256,0.3574740535745385,0.276384404041682,0.37350172325597825,0.27555975126390425,0.17313129185616755,0.4921875,0.501953125
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,depth,action,depth_action,151,151,1.0,151,0.3136397083416951,0.30361132612788244,0.5389893363371049,0.30361132612788244,0.15614265084253948,0.3973509933774834,0.4370860927152318
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,depth,counting,depth_counting,103,103,1.0,103,0.23300970873786409,0.10420711974110032,0.5755530764650681,0.10420711974110032,0.049086140191456205,0.23300970873786409,0.23300970873786409
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,depth,dynamic_counting,depth_dynamic_counting,118,118,1.0,118,0.423728813559322,0.2810734463276836,0.7176105750305841,0.2810734463276836,0.13455779278705238,0.4322033898305085,0.4322033898305085
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,depth,dynamic_recognition,depth_dynamic_recognition,131,131,1.0,131,0.4577608142493639,0.39878226099600145,0.6134431511316203,0.39878226099600145,0.1919680831460409,0.5038167938931297,0.5038167938931297
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,depth,navigation,depth_navigation,53,53,1.0,53,0.5283018867924528,0.3457322551662174,0.33035456613644876,0.3457322551662174,0.15489887368737038,0.6037735849056604,0.6132075471698113
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,depth,non_common,depth_non_common,56,56,1.0,56,0.5535714285714286,0.47831632653061223,0.7428192397060104,0.47831632653061223,0.23116350348493206,0.5535714285714286,0.5535714285714286
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,depth,object_recognition,depth_object_recognition,49,49,1.0,49,0.1689342403628118,0.14410430839002267,0.4820228882524922,0.14410430839002267,0.08854830085361773,0.1836734693877551,0.22448979591836735
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,depth,scene_sequence,depth_scene_sequence,53,53,1.0,53,0.569811320754717,0.36513926325247076,0.3311580438923987,0.36513926325247076,0.17183834219098074,0.6037735849056604,0.6132075471698113
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,depth,spatial_reasoning,depth_spatial_reasoning,50,50,1.0,50,0.5924761904761905,0.44385714285714284,0.3439888893233437,0.44385714285714284,0.201740191020033,0.7,0.7
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,event,action,event_action,155,155,1.0,155,0.33085043988269797,0.3286999022482893,0.6089437335357542,0.3286999022482893,0.1779409359544111,0.3741935483870968,0.4096774193548387
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,event,counting,event_counting,139,139,1.0,139,0.4172661870503597,0.2853717026378897,0.8326030585477842,0.2853717026378897,0.14066641423703144,0.4172661870503597,0.4172661870503597
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,event,dynamic_counting,event_dynamic_counting,130,130,1.0,130,0.24615384615384617,0.18461538461538463,0.8395887695378013,0.18461538461538463,0.09068825910931173,0.26153846153846155,0.2653846153846154
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,event,dynamic_recognition,event_dynamic_recognition,123,123,1.0,123,0.5553232675183895,0.551258226867983,0.7672648103028196,0.551258226867983,0.27791135494817093,0.5528455284552846,0.5650406504065041
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,event,navigation,event_navigation,54,54,1.0,54,0.19135802469135804,0.2348815309599623,0.4009395844476038,0.23203252811095948,0.11807102493210493,0.24074074074074073,0.28703703703703703
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,event,non_common,event_non_common,57,57,1.0,57,0.9649122807017544,0.9140350877192983,0.8985481708645318,0.9140350877192983,0.45121249068617486,0.9649122807017544,0.9649122807017544
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,event,object_recognition,event_object_recognition,54,54,1.0,54,0.308641975308642,0.3091947669062097,0.515841534297275,0.3091947669062097,0.14351394760751487,0.42592592592592593,0.48148148148148145
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,event,scene_sequence,event_scene_sequence,55,55,1.0,55,0.11818181818181818,0.13974508554598536,0.33935499649112627,0.13610872190962173,0.0790752267193163,0.16363636363636364,0.21818181818181817
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,event,spatial_reasoning,event_spatial_reasoning,55,55,1.0,55,0.4211255411255411,0.39203463203463207,0.47432100695078744,0.39203463203463207,0.2455586819687664,0.509090909090909,0.5272727272727272
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,ir,action,action,163,163,1.0,163,0.29385055980148006,0.27329456501235644,0.35656359349990624,0.27329456501235644,0.13815579448587398,0.5153374233128835,0.558282208588957
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,ir,counting,counting,177,177,1.0,177,0.5254237288135594,0.2754371805219263,0.5658504059592017,0.2754371805219263,0.1304838139302709,0.5254237288135594,0.5254237288135594
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,ir,dynamic_counting,dynamic_counting,170,170,1.0,170,0.5058823529411764,0.38739028944911297,0.6859679790048914,0.38739028944911297,0.18692644326620386,0.6058823529411764,0.6147058823529412
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,ir,dynamic_recognition,dynamic_recognition,165,165,1.0,165,0.4930865430865431,0.42285623467441646,0.5756462194882447,0.42285623467441646,0.20736785273245434,0.5393939393939394,0.5454545454545454
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,ir,light_change,light_change,176,176,1.0,176,0.5051077394827396,0.3913456493001947,0.5238435007349526,0.3904715234260689,0.1850847893564507,0.6022727272727273,0.6079545454545454
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,ir,light_recognition,light_recognition,52,52,1.0,52,0.2691391941391941,0.22032967032967032,0.22323249756220062,0.22032967032967032,0.12089796871058472,0.5,0.5480769230769231
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,ir,navigation,navigation,165,165,1.0,165,0.30757575757575756,0.2981142406810856,0.4062748179498186,0.2957332883001332,0.15163738343814018,0.4484848484848485,0.4727272727272727
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,ir,non_common,non_common,56,56,1.0,56,0.842391304347826,0.4422537678292154,0.3313324988138288,0.4422537678292154,0.2041463393989238,0.875,0.8839285714285714
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,ir,object_recognition,object_recognition,51,51,1.0,51,0.24659197012138187,0.2876652678146031,0.2864120194134953,0.2740020247395953,0.15854710737823452,0.4117647058823529,0.46078431372549017
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,ir,scene_sequence,scene_sequence,177,177,1.0,177,0.2702448210922787,0.2541891292100436,0.2930912468007517,0.2526528025176063,0.11773962269400008,0.4632768361581921,0.4971751412429379
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,ir,spatial_reasoning,spatial_reasoning,50,50,1.0,50,0.28391497391497394,0.2605816405816406,0.08593520810943137,0.2502786102786103,0.13610996499979286,0.64,0.65
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,ir,text_recognition,text_recognition,159,159,1.0,159,0.41092014531849325,0.294200252926668,0.3692059736804976,0.2924033077334964,0.16690815604168877,0.5157232704402516,0.5314465408805031
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,rgb,action,action,266,266,1.0,266,0.36528659310614203,0.2973888506451532,0.3424894013604271,0.2951958681890128,0.15201671977639697,0.556390977443609,0.6090225563909775
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,rgb,counting,counting,273,273,1.0,273,0.5201465201465202,0.3141207998350855,0.5696797878256527,0.3141207998350855,0.14890760401565423,0.5384615384615384,0.5384615384615384
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,rgb,dynamic_counting,dynamic_counting,279,279,1.0,279,0.5031400300217505,0.36879168223254244,0.5892939543306728,0.36879168223254244,0.17661074999998339,0.5770609318996416,0.5842293906810035
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,rgb,dynamic_recognition,dynamic_recognition,157,157,1.0,157,0.3901177378884385,0.25575259842775766,0.32001103278179394,0.25575259842775766,0.11990240377531207,0.46496815286624205,0.4968152866242038
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,rgb,light_change,light_change,288,288,1.0,288,0.43452932098765434,0.3158741367942757,0.4165822960693826,0.3150253713621769,0.15002032029656745,0.4652777777777778,0.46875
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,rgb,light_recognition,light_recognition,54,54,1.0,54,0.21869488536155204,0.23370076425631983,0.2713480632895771,0.221766607877719,0.10280128998142662,0.5185185185185185,0.5555555555555556
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,rgb,navigation,navigation,273,273,1.0,273,0.2656898656898657,0.2186196241141296,0.25724598846288843,0.21784632334082882,0.10413782437224375,0.42124542124542125,0.45604395604395603
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,rgb,non_common,non_common,68,68,1.0,68,0.8286172689286877,0.44959078071102293,0.3408080161116014,0.44959078071102293,0.2100127716008073,0.8529411764705882,0.8602941176470589
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,rgb,object_recognition,object_recognition,50,50,1.0,50,0.24171428571428571,0.2546878306878307,0.42958101918059405,0.2532063492063492,0.12546418061824832,0.44,0.52
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,rgb,scene_sequence,scene_sequence,303,303,1.0,303,0.2446094609460946,0.2285527612118007,0.24480470403195206,0.22572747868354787,0.10961536841589839,0.42574257425742573,0.48184818481848185
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,rgb,spatial_reasoning,spatial_reasoning,51,51,1.0,51,0.334847015560911,0.3433140387338166,0.3202062330198543,0.3400460648776074,0.2448119852264989,0.5098039215686274,0.5196078431372549
video,4B,InternVL3.5,InternVL3_5-4B-Instruct,rgb,text_recognition,text_recognition,256,256,1.0,256,0.30224353408730675,0.23917648122874396,0.34387308197238975,0.23830594551445825,0.12430058847510508,0.42578125,0.455078125
video,4B,Molmo2,Molmo2-4B,depth,action,depth_action,151,151,1.0,151,0.34284053982297574,0.3174910181158382,0.5434876156556,0.3169612167913348,0.18812877368743888,0.3841059602649007,0.4205298013245033
video,4B,Molmo2,Molmo2-4B,depth,counting,depth_counting,103,103,1.0,103,0.22330097087378642,0.05081326440549742,0.5197273137882943,0.05081326440549742,0.026028129870332428,0.20388349514563106,0.2087378640776699
video,4B,Molmo2,Molmo2-4B,depth,dynamic_counting,depth_dynamic_counting,118,118,1.0,118,0.4576271186440678,0.19265536723163842,0.7065601353461151,0.19265536723163842,0.09458856715770186,0.4915254237288136,0.4915254237288136
video,4B,Molmo2,Molmo2-4B,depth,dynamic_recognition,depth_dynamic_recognition,131,131,1.0,131,0.46946564885496184,0.4140736701805404,0.6375906144569035,0.4140736701805404,0.20222609706058067,0.5114503816793893,0.5114503816793893
video,4B,Molmo2,Molmo2-4B,depth,navigation,depth_navigation,53,53,1.0,53,0.41509433962264153,0.2729559748427673,0.31880552744687024,0.2729559748427673,0.12634104425531825,0.49056603773584906,0.49056603773584906
video,4B,Molmo2,Molmo2-4B,depth,non_common,depth_non_common,56,56,1.0,56,0.75,0.6637755102040817,0.7702552292002817,0.6637755102040817,0.3228482424910996,0.7321428571428571,0.7410714285714286
video,4B,Molmo2,Molmo2-4B,depth,object_recognition,depth_object_recognition,49,49,1.0,49,0.19591836734693877,0.17108843537414964,0.5261572086881415,0.17108843537414964,0.11248363256205868,0.24489795918367346,0.2653061224489796
video,4B,Molmo2,Molmo2-4B,depth,scene_sequence,depth_scene_sequence,53,53,1.0,53,0.5660377358490566,0.3378351539225422,0.3121531650457566,0.3378351539225422,0.1485778569921606,0.6037735849056604,0.6226415094339622
video,4B,Molmo2,Molmo2-4B,depth,spatial_reasoning,depth_spatial_reasoning,50,50,1.0,50,0.5276428571428571,0.37902380952380954,0.3333884081252308,0.37902380952380954,0.17785716453052858,0.62,0.62
video,4B,Molmo2,Molmo2-4B,event,action,event_action,155,155,1.0,155,0.3748942455394068,0.3643370607886737,0.6238914444995748,0.3643370607886737,0.19939534429909234,0.5419354838709678,0.5935483870967742
video,4B,Molmo2,Molmo2-4B,event,counting,event_counting,139,139,1.0,139,0.5251798561151079,0.1079136690647482,0.8057368526787364,0.1079136690647482,0.0539568345323741,0.5251798561151079,0.5251798561151079
video,4B,Molmo2,Molmo2-4B,event,dynamic_counting,event_dynamic_counting,130,130,1.0,130,0.46923076923076923,0.08461538461538462,0.8216277558440769,0.08461538461538462,0.04230769230769231,0.49230769230769234,0.49615384615384617
video,4B,Molmo2,Molmo2-4B,event,dynamic_recognition,event_dynamic_recognition,123,123,1.0,123,0.5600271002710028,0.5559620596205963,0.7961832284427364,0.5559620596205963,0.2777398140360714,0.5609756097560976,0.5772357723577236
video,4B,Molmo2,Molmo2-4B,event,navigation,event_navigation,54,54,1.0,54,0.16358024691358025,0.2702564492038176,0.39143658533130854,0.24476342371079213,0.1430829888821759,0.3148148148148148,0.3425925925925926
video,4B,Molmo2,Molmo2-4B,event,non_common,event_non_common,57,57,1.0,57,0.43859649122807015,0.41754385964912283,0.8225276143915848,0.41754385964912283,0.20649596965386438,0.43859649122807015,0.4473684210526316
video,4B,Molmo2,Molmo2-4B,event,object_recognition,event_object_recognition,54,54,1.0,54,0.46851851851851856,0.4833493666827,0.6103539053323582,0.4833493666827,0.27072241300308586,0.6296296296296297,0.6574074074074074
video,4B,Molmo2,Molmo2-4B,event,scene_sequence,event_scene_sequence,55,55,1.0,55,0.07272727272727272,0.11325756094896287,0.30011599942412914,0.11325756094896287,0.08225663380790364,0.21818181818181817,0.3
video,4B,Molmo2,Molmo2-4B,event,spatial_reasoning,event_spatial_reasoning,55,55,1.0,55,0.42104683195592285,0.40286501377410466,0.5291254699139035,0.40286501377410466,0.2673716658930708,0.509090909090909,0.5181818181818182
video,4B,Molmo2,Molmo2-4B,ir,action,action,163,163,1.0,163,0.35821680018863256,0.32833199515045325,0.3692516900133625,0.32658323266549444,0.18468003201661762,0.5521472392638037,0.6196319018404908
video,4B,Molmo2,Molmo2-4B,ir,counting,counting,177,177,1.0,177,0.576271186440678,0.10436324504121114,0.5401933868371791,0.10436324504121114,0.047169327733431944,0.576271186440678,0.576271186440678
video,4B,Molmo2,Molmo2-4B,ir,dynamic_counting,dynamic_counting,170,170,1.0,170,0.5,0.29519140989729226,0.6749893160663399,0.29519140989729226,0.14524968110315217,0.6294117647058823,0.6294117647058823
video,4B,Molmo2,Molmo2-4B,ir,dynamic_recognition,dynamic_recognition,165,165,1.0,165,0.4859066859066859,0.41178101359919544,0.5753705536301366,0.41178101359919544,0.2004494010946313,0.5212121212121212,0.5424242424242425
video,4B,Molmo2,Molmo2-4B,ir,light_change,light_change,176,176,1.0,176,0.4067838832043378,0.31306258556258554,0.5109314677465506,0.3125460566369657,0.15075872152215067,0.48295454545454547,0.48863636363636365
video,4B,Molmo2,Molmo2-4B,ir,light_recognition,light_recognition,52,52,1.0,52,0.18771132713440405,0.13810815253122946,0.24233958358901012,0.13810815253122946,0.06815960626399062,0.2692307692307692,0.2692307692307692
video,4B,Molmo2,Molmo2-4B,ir,navigation,navigation,165,165,1.0,165,0.23939393939393938,0.21869692596965323,0.3822630184153819,0.21631597358870083,0.10760236146720452,0.3151515151515151,0.3212121212121212
video,4B,Molmo2,Molmo2-4B,ir,non_common,non_common,56,56,1.0,56,0.7976190476190476,0.42862440139225855,0.3349427805932218,0.4275083299636871,0.19882372227807227,0.8392857142857143,0.8482142857142857
video,4B,Molmo2,Molmo2-4B,ir,object_recognition,object_recognition,51,51,1.0,51,0.2826127261111781,0.34962497201484827,0.30484562366364987,0.32409011775601515,0.23449137648665924,0.43137254901960786,0.5196078431372549
video,4B,Molmo2,Molmo2-4B,ir,scene_sequence,scene_sequence,177,177,1.0,177,0.21770244821092277,0.21178324063900006,0.3087183729286761,0.20672335077266,0.10922493288220297,0.3785310734463277,0.4124293785310734
video,4B,Molmo2,Molmo2-4B,ir,spatial_reasoning,spatial_reasoning,50,50,1.0,50,0.22622126762126762,0.202619536019536,0.07869704690994961,0.19781953601953603,0.11407991470562173,0.42,0.44
video,4B,Molmo2,Molmo2-4B,ir,text_recognition,text_recognition,159,159,1.0,159,0.4728406731774521,0.34761352280137026,0.37292496364020483,0.34687360419241725,0.1851108499301697,0.5974842767295597,0.6132075471698113
video,4B,Molmo2,Molmo2-4B,rgb,action,action,266,266,1.0,266,0.3737792372802918,0.31904253817191724,0.32789029390000546,0.31043284761624323,0.17860975460164,0.6165413533834586,0.6578947368421053
video,4B,Molmo2,Molmo2-4B,rgb,counting,counting,273,273,1.0,273,0.5934065934065934,0.08215677403797468,0.5297022093371746,0.08215677403797468,0.0389545725595933,0.5787545787545788,0.5842490842490843
video,4B,Molmo2,Molmo2-4B,rgb,dynamic_counting,dynamic_counting,279,279,1.0,279,0.5484667463162086,0.26060148533266814,0.5743802901903033,0.26060148533266814,0.1240475625120623,0.6200716845878136,0.6236559139784946
video,4B,Molmo2,Molmo2-4B,rgb,dynamic_recognition,dynamic_recognition,157,157,1.0,157,0.35680048896609406,0.2183722151875018,0.3233047414719376,0.2183722151875018,0.10221957159768083,0.43312101910828027,0.4394904458598726
video,4B,Molmo2,Molmo2-4B,rgb,light_change,light_change,288,288,1.0,288,0.4755407676538629,0.3242226827113907,0.4152352454972805,0.3236884946772027,0.1539599603248908,0.5243055555555556,0.5260416666666666
video,4B,Molmo2,Molmo2-4B,rgb,light_recognition,light_recognition,54,54,1.0,54,0.15310512532734755,0.1690516273849607,0.34501083267434285,0.1608211747100636,0.09531377125240556,0.37037037037037035,0.37037037037037035
video,4B,Molmo2,Molmo2-4B,rgb,navigation,navigation,273,273,1.0,273,0.24358974358974358,0.2115385274355023,0.25845114231714555,0.20948634018264614,0.10123361318471764,0.3992673992673993,0.4157509157509158
video,4B,Molmo2,Molmo2-4B,rgb,non_common,non_common,68,68,1.0,68,0.7517719741185215,0.42027965108208076,0.3375429299808331,0.42027965108208076,0.20061990658251716,0.7941176470588235,0.7941176470588235
video,4B,Molmo2,Molmo2-4B,rgb,object_recognition,object_recognition,50,50,1.0,50,0.42636970047496364,0.46009112524902,0.5155482677776762,0.45742445858235337,0.27935164782636107,0.62,0.68
video,4B,Molmo2,Molmo2-4B,rgb,scene_sequence,scene_sequence,303,303,1.0,303,0.2183718371837184,0.2307432792304556,0.2738453331312787,0.22467961568165715,0.13958340586350865,0.37623762376237624,0.40924092409240925
video,4B,Molmo2,Molmo2-4B,rgb,spatial_reasoning,spatial_reasoning,51,51,1.0,51,0.36347780759545467,0.3656564568329274,0.3331066122657565,0.36263986558104205,0.27396761976242,0.5686274509803921,0.5784313725490197
video,4B,Molmo2,Molmo2-4B,rgb,text_recognition,text_recognition,256,256,1.0,256,0.29279947261670963,0.23078789443150052,0.3493571518400695,0.23003919651483384,0.12609185415094737,0.40234375,0.41796875
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,depth,action,depth_action,151,151,1.0,151,0.274473208910295,0.2530236136196401,0.5463292949326204,0.2530236136196401,0.1393984192582693,0.2913907284768212,0.30132450331125826
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,depth,counting,depth_counting,103,103,1.0,103,0.10679611650485436,0.04724919093851132,0.5638923369172034,0.04724919093851132,0.021177440404231036,0.10679611650485436,0.10679611650485436
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,depth,dynamic_counting,depth_dynamic_counting,118,118,1.0,118,0.4406779661016949,0.17288135593220338,0.7030111538512505,0.17288135593220338,0.08410685440123442,0.5084745762711864,0.5084745762711864
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,depth,dynamic_recognition,depth_dynamic_recognition,131,131,1.0,131,0.421119592875318,0.3819520174482006,0.6343575351712524,0.3819520174482006,0.18614935392424825,0.45038167938931295,0.45038167938931295
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,depth,navigation,depth_navigation,53,53,1.0,53,0.6415094339622641,0.382507429677241,0.3181155613649015,0.382507429677241,0.16770959425870177,0.6981132075471698,0.7075471698113207
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,depth,non_common,depth_non_common,56,56,1.0,56,0.8928571428571429,0.7941326530612246,0.7933464933380586,0.7941326530612246,0.38698572180715035,0.8928571428571429,0.8928571428571429
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,depth,object_recognition,depth_object_recognition,49,49,1.0,49,0.10946196660482374,0.10572047000618429,0.4464540282570935,0.10572047000618429,0.06400466385572158,0.16326530612244897,0.17346938775510204
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,depth,scene_sequence,depth_scene_sequence,53,53,1.0,53,0.5660377358490566,0.36386302759979705,0.29976903836042734,0.36386302759979705,0.1707891783410124,0.6415094339622641,0.6415094339622641
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,depth,spatial_reasoning,depth_spatial_reasoning,50,50,1.0,50,0.382,0.28300000000000003,0.3480892247775074,0.28300000000000003,0.1260734979048273,0.48,0.48
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,event,action,event_action,155,155,1.0,155,0.38240189917609274,0.38025136154168415,0.6191622666288227,0.38025136154168415,0.20307380432495886,0.5161290322580645,0.5419354838709678
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,event,counting,event_counting,139,139,1.0,139,0.5251798561151079,0.12709832134292567,0.8084471987746891,0.12709832134292567,0.06304430140098448,0.5251798561151079,0.5251798561151079
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,event,dynamic_counting,event_dynamic_counting,130,130,1.0,130,0.5538461538461539,0.1,0.8302162336700912,0.1,0.05,0.5769230769230769,0.5769230769230769
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,event,dynamic_recognition,event_dynamic_recognition,123,123,1.0,123,0.5421602787456445,0.5171376951864757,0.7803683023254526,0.5171376951864757,0.2605779331277773,0.5203252032520326,0.5203252032520326
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,event,navigation,event_navigation,54,54,1.0,54,0.10802469135802469,0.1950563136235651,0.40417250710470515,0.19094108728611653,0.09173868608716301,0.24074074074074073,0.3148148148148148
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,event,non_common,event_non_common,57,57,1.0,57,0.9824561403508771,0.9315789473684211,0.9047287296287463,0.9315789473684211,0.4599844205107363,0.9824561403508771,0.9912280701754386
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,event,object_recognition,event_object_recognition,54,54,1.0,54,0.4209595959595959,0.4297926353481909,0.6046280885271704,0.4297926353481909,0.2607804790457922,0.5555555555555556,0.6111111111111112
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,event,scene_sequence,event_scene_sequence,55,55,1.0,55,0.07727272727272727,0.15193211571553816,0.30096235688098133,0.15193211571553816,0.08232460491848682,0.23636363636363636,0.3090909090909091
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,event,spatial_reasoning,event_spatial_reasoning,55,55,1.0,55,0.47414261664261664,0.44505170755170753,0.5046806376928362,0.44505170755170753,0.2861176673585573,0.509090909090909,0.5363636363636364
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,ir,action,action,163,163,1.0,163,0.3595574247485965,0.33352190407215193,0.3693290196547075,0.33143681645837436,0.18124951869954517,0.6012269938650306,0.6503067484662577
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,ir,counting,counting,177,177,1.0,177,0.576271186440678,0.10306291323240477,0.5399450033484873,0.10306291323240477,0.04664790560562587,0.5819209039548022,0.5819209039548022
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,ir,dynamic_counting,dynamic_counting,170,170,1.0,170,0.5764705882352941,0.34169000933706817,0.6815703939491099,0.34169000933706817,0.16754682130310566,0.7058823529411765,0.711764705882353
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,ir,dynamic_recognition,dynamic_recognition,165,165,1.0,165,0.5130108948290767,0.43751437115073477,0.5905414339796887,0.43751437115073477,0.21836617382005472,0.5393939393939394,0.5484848484848485
video,4B,Qwen3-VL,Qwen3-VL-4B-Instruct,ir,light_change,light_change,176,176,1.0,176,0.3832140082140082,0.28861608719563264,0.5089135950057624,0.2877419613215068,0.13476600091533142,0.4715909090909091,0.4744318181818182
