anls,answer_length_chars,baseline_gpu_gb,benchmark_type,bleu_4,boolean_accuracy,character_f1,conciseness_violation,frame_count,ground_truth_answer,incremental_peak_gpu_gb,input_type,judge_error_type,judge_label,judge_model,judge_reason,judge_score,latency_seconds,max_frames_per_item,meteor,modality,model_answer,model_key,model_name,normalized_exact_match,numeric_accuracy,pair_key,peak_gpu_gb,provider,qa_id,question,reason,record_id,repetition_flag,repetition_ratio,rouge_l_f1,section,sequence_order_score,set_f1,source_path,status,task_aware_metric,task_aware_reason,task_aware_score,token_f1,token_precision,token_recall
0.0,2,16.142,shared_balanced_frame_count_smoke_v1,0.006737946999085467,1.0,0.15384615384615385,False,8,No text is visible on the wall.,4.867,frame,none,correct,gemini-3.1-flash-lite,Correct negative answer.,1.0,2.8049,,0.09090909090909091,rgb,No,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/make_coffee_split/Seg3/make_coffee_rgb,21.009,molmo2,rgb__aligned_dataset_make_coffee_split_seg3_make_coffee_rgb__text_recognition__05,Is there text visible on the white wall?,,05ac10c5e2435a2672345788,False,0.0,0.2857142857142857,text_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.2857142857142857,1.0,0.16666666666666666
0.0,2,16.142,shared_balanced_frame_count_smoke_v1,0.0024787521766663585,1.0,0.12121212121212122,False,8,"No, there are no markings on the kettle.",4.867,frame,none,correct,gemini-3.1-flash-lite,Correct negative answer.,1.0,2.7914,,0.078125,ir,No,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/pour_water_split/Seg2/pour_water_ir,21.009,molmo2,ir__aligned_dataset_pour_water_split_seg2_pour_water_ir__text_recognition__04,Does the kettle display any temperature or capacity markings?,,4ce114e0fc159dacb2baf2eb,False,0.0,0.25,text_recognition,0.5,0.6666666666666666,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.25,1.0,0.14285714285714285
0.5,13,16.142,shared_balanced_frame_count_smoke_v1,0.6389431042462724,,0.5925925925925926,False,8,Spraying objects.,4.867,frame,wrong_entity,incorrect,gemini-3.1-flash-lite,The action is completely wrong.,0.0,2.8301,,0.0,event,Playing music,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/water_plants_split/Seg3/water_plants_event,21.009,molmo2,event__aligned_dataset_water_plants_split_seg3_water_plants_event__event_action__01,What action am I performing with the device?,,21a3ca8f710fc29faa5fcb93,False,0.0,0.0,event_action,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,token_f1,General open-ended short answer.,0.0,0.0,0.0,0.0
0.0,2,16.142,shared_balanced_frame_count_smoke_v1,0.0024787521766663585,1.0,0.16,False,8,"No, there is no text on the lid.",4.867,frame,none,correct,gemini-3.1-flash-lite,Correct negative answer.,1.0,2.7929,,0.078125,ir,No,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/pour_water_split/Seg2/pour_water_ir,21.009,molmo2,ir__aligned_dataset_pour_water_split_seg2_pour_water_ir__text_recognition__05,Can I see any instructional text on the lid?,,b1a1bea1aea9113fa50374e4,False,0.0,0.25,text_recognition,0.5,0.6666666666666666,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.25,1.0,0.14285714285714285
0.0,3,16.142,shared_balanced_frame_count_smoke_v1,0.8408964152537145,0.0,0.0,False,8,No.,4.867,frame,contradiction,incorrect,gemini-3.1-flash-lite,The answer is directly contradicted by the ground truth.,0.0,2.8342,,0.0,event,Yes,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/water_plants_split/Seg3/water_plants_event,21.009,molmo2,event__aligned_dataset_water_plants_split_seg3_water_plants_event__event_non_common__01,Are there any physically implausible behaviors or odd layouts in the video?,,3bd04b46270909d8053ff1ee,False,0.0,0.0,event_non_common,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,3,16.142,shared_balanced_frame_count_smoke_v1,0.8408964152537145,0.0,0.0,False,8,No.,4.867,frame,contradiction,incorrect,gemini-3.1-flash-lite,The answer is directly contradicted by the ground truth.,0.0,2.7992,,0.0,depth,Yes,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,water_plants_split/Seg3/water_plants,21.009,molmo2,depth__water_plants_split_seg3_water_plants__depth_dynamic_counting__06,Are there any objects receding into the background?,,341aaef4d060126ffd21b8d5,False,0.0,0.0,depth_dynamic_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,3,16.142,shared_balanced_frame_count_smoke_v1,0.002084373819661083,0.0,0.10810810810810811,False,8,No legible text is visible on the toaster.,4.867,frame,contradiction,incorrect,gemini-3.1-flash-lite,The answer is directly contradicted by the ground truth.,0.0,2.8074,,0.0,rgb,Yes,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/make_coffee_split/Seg3/make_coffee_rgb,21.009,molmo2,rgb__aligned_dataset_make_coffee_split_seg3_make_coffee_rgb__text_recognition__07,Can any text be seen on the toaster?,,58c6ed784cd2c79c99f52aca,False,0.0,0.0,text_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,2,16.142,shared_balanced_frame_count_smoke_v1,0.049787068367863944,1.0,0.1904761904761905,False,8,"No, the surface is blank.",4.867,frame,none,correct,gemini-3.1-flash-lite,Correct negative answer.,1.0,2.7973,,0.13513513513513514,ir,No,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/pour_water_split/Seg2/pour_water_ir,21.009,molmo2,ir__aligned_dataset_pour_water_split_seg2_pour_water_ir__text_recognition__06,Is there any text on the surface where the objects are placed?,,8d9fe140b9fa9c9c11183c04,False,0.0,0.4,text_recognition,0.5,0.6666666666666666,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.4,1.0,0.25
0.0,12,16.142,shared_balanced_frame_count_smoke_v1,0.6065306597126334,,0.6470588235294118,False,8,A pressurized spray bottle.,4.867,frame,none,correct,gemini-3.1-flash-lite,Semantically equivalent.,1.0,2.8814,,0.6465517241379309,event,Spray bottle,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/water_plants_split/Seg4/water_plants_event,21.009,molmo2,event__aligned_dataset_water_plants_split_seg4_water_plants_event__event_object_recognition__01,What object am I holding and manipulating in my hand?,,a305a000e1a13de7c53f3a72,False,0.0,0.8,event_object_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,token_f1,General open-ended short answer.,0.8,0.8,1.0,0.6666666666666666
0.0,2,16.142,shared_balanced_frame_count_smoke_v1,0.006737946999085467,,0.16666666666666669,False,8,There is no text on the bowl.,4.867,frame,none,correct,gemini-3.1-flash-lite,Correct negative answer.,1.0,2.7872,,0.09090909090909091,rgb,No,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/make_coffee_split/Seg3/make_coffee_rgb,21.009,molmo2,rgb__aligned_dataset_make_coffee_split_seg3_make_coffee_rgb__text_recognition__08,Is there text on the white bowl?,,954bbd55879e6e5375b15cfd,False,0.0,0.2857142857142857,text_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,anls,Text-recognition answer.,0.0,0.2857142857142857,1.0,0.16666666666666666
0.0,2,16.142,shared_balanced_frame_count_smoke_v1,0.006737946999085467,1.0,0.13793103448275862,False,8,"No, the dark container has no text.",4.867,frame,none,correct,gemini-3.1-flash-lite,Correct negative answer.,1.0,2.7964,,0.09090909090909091,ir,no,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/pour_water_split/Seg2/pour_water_ir,21.009,molmo2,ir__aligned_dataset_pour_water_split_seg2_pour_water_ir__text_recognition__07,Does the dark container have any identifying text?,,abe23b0c287496bc72ecfb18,False,0.0,0.2857142857142857,text_recognition,0.5,0.6666666666666666,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.2857142857142857,1.0,0.16666666666666666
0.0,11,16.142,shared_balanced_frame_count_smoke_v1,0.14256747717620566,,0.3870967741935484,False,8,Behind it in the mid-ground.,4.867,frame,wrong_entity,incorrect,gemini-3.1-flash-lite,Incorrect spatial relation.,0.0,2.8769,,0.0,event,To the left,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/water_plants_split/Seg4/water_plants_event,21.009,molmo2,event__aligned_dataset_water_plants_split_seg4_water_plants_event__event_spatial_reasoning__01,Where are the plant pots located relative to the spray bottle?,,164020e77e65bed9f6b56fdb,False,0.0,0.0,event_spatial_reasoning,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,token_f1,General open-ended short answer.,0.0,0.0,0.0,0.0
0.0,31,16.142,shared_balanced_frame_count_smoke_v1,0.3021375397356768,,0.38095238095238093,False,8,A blue coffee bag.,4.867,frame,other,incorrect,gemini-3.1-flash-lite,Incorrect answer.,0.0,2.9462,,0.0,rgb,Daytime/with-light observations,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/make_coffee_split/Seg3/make_coffee_rgb,21.009,molmo2,rgb__aligned_dataset_make_coffee_split_seg3_make_coffee_rgb__scene_sequence__01,What is shown first in the video?,,d1db3fc0852971e7c8f84f62,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,3,16.142,shared_balanced_frame_count_smoke_v1,0.0002820893212548129,0.0,0.14634146341463414,False,8,"No, there are no symbols on any of the equipment.",4.867,frame,contradiction,incorrect,gemini-3.1-flash-lite,The answer is directly contradicted by the ground truth.,0.0,2.7686,,0.0,ir,Yes,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/pour_water_split/Seg2/pour_water_ir,21.009,molmo2,ir__aligned_dataset_pour_water_split_seg2_pour_water_ir__text_recognition__08,Are there any symbols on the equipment?,,fc2b1bd14e2911cfc44b4f17,False,0.0,0.0,text_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
0.0,2,16.142,shared_balanced_frame_count_smoke_v1,0.049787068367863944,1.0,0.2222222222222222,False,8,"No, it is a workspace.",4.867,frame,none,correct,gemini-3.1-flash-lite,Correct negative answer.,1.0,2.8019,,0.13513513513513514,depth,No,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,water_plants_split/Seg3/water_plants,21.009,molmo2,depth__water_plants_split_seg3_water_plants__depth_navigation__01,"Based on the 3D layout, is there a clear path for me to walk forward into the scene?",,818cd9a4f8b601fad0cfecc0,False,0.0,0.4,depth_navigation,0.5,0.6666666666666666,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.4,1.0,0.25
0.0,6,16.142,shared_balanced_frame_count_smoke_v1,0.015401555084618098,,0.17647058823529413,False,8,A digital scale and coffee grinder.,4.867,frame,wrong_order,incorrect,gemini-3.1-flash-lite,Incorrect object sequence.,0.0,2.8348,,0.0,rgb,A bowl,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/make_coffee_split/Seg3/make_coffee_rgb,21.008,molmo2,rgb__aligned_dataset_make_coffee_split_seg3_make_coffee_rgb__scene_sequence__02,What follows the coffee bag?,,cc1eb2d3fdb849a9dd0a95d6,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,29,16.142,shared_balanced_frame_count_smoke_v1,0.03347779366253814,,0.33057851239669417,False,8,"The sequence from left to right is the water pitcher, the dark container, the lid, and the stainless steel electric kettle.",4.867,frame,missing_detail,partially_correct,gemini-3.1-flash-lite,Misses the specific identification of the container and kettle brand/type.,0.5,3.0003,,0.06711409395973154,ir,"pitcher, cup, lid, coffee pot",molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/pour_water_split/Seg2/pour_water_ir,21.009,molmo2,ir__aligned_dataset_pour_water_split_seg2_pour_water_ir__scene_sequence__01,What is the sequence of objects seen from left to right?,,260daf2b83314b45f2f889dc,False,0.0,0.19047619047619047,scene_sequence,0.25,0.25,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,sequence_order_score,Ordered or temporal answer.,0.25,0.19047619047619047,0.4,0.125
0.0,1,16.142,shared_balanced_frame_count_smoke_v1,0.8408964152537145,,0.0,False,8,One.,4.867,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,2.7966,,0.0,event,1,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,1.0,aligned_dataset/water_plants_split/Seg4/water_plants_event,21.009,molmo2,event__aligned_dataset_water_plants_split_seg4_water_plants_event__event_counting__01,How many spray bottles am I holding?,,120b99fdda81c432be47f873,False,0.0,0.0,event_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
1.0,6,16.142,shared_balanced_frame_count_smoke_v1,1.0,,1.0,False,8,Toward.,4.867,frame,none,correct,gemini-3.1-flash-lite,Correct movement direction.,1.0,2.8293,,0.5,depth,Toward,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,1.0,,water_plants_split/Seg3/water_plants,21.009,molmo2,depth__water_plants_split_seg3_water_plants__depth_dynamic_recognition__01,Are my hands moving toward or away from the central objects?,,f16af9ea92dacec32114da5f,False,0.0,1.0,depth_dynamic_recognition,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,token_f1,General open-ended short answer.,1.0,1.0,1.0,1.0
0.0,16,16.142,shared_balanced_frame_count_smoke_v1,0.6389431042462724,,0.36363636363636365,False,8,A toaster.,4.867,frame,wrong_order,incorrect,gemini-3.1-flash-lite,Incorrect object sequence.,0.0,2.8582,,0.0,rgb,A coffee grinder,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/make_coffee_split/Seg3/make_coffee_rgb,21.008,molmo2,rgb__aligned_dataset_make_coffee_split_seg3_make_coffee_rgb__scene_sequence__03,What is visible before the kettle?,,51b3d2a0cebb41979c0035f3,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,11,16.142,shared_balanced_frame_count_smoke_v1,0.6389431042462724,,0.5217391304347826,False,8,A water pitcher.,4.867,frame,wrong_entity,incorrect,gemini-3.1-flash-lite,Wrong object identified.,0.0,2.824,,0.0,ir,metal frame,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/pour_water_split/Seg2/pour_water_ir,21.009,molmo2,ir__aligned_dataset_pour_water_split_seg2_pour_water_ir__scene_sequence__02,What object is located on the far left of the scene?,,ebbeb2ad54c41a233795288f,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,1,16.142,shared_balanced_frame_count_smoke_v1,0.8408964152537145,,0.0,False,8,Three.,4.867,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Incorrect count.,0.0,2.8269,,0.0,event,2,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,0.0,aligned_dataset/water_plants_split/Seg4/water_plants_event,21.009,molmo2,event__aligned_dataset_water_plants_split_seg4_water_plants_event__event_counting__02,How many plant pots can be seen as I pan?,,bf28afe5c191349ce1e960de,False,0.0,0.0,event_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,14,16.142,shared_balanced_frame_count_smoke_v1,0.23505403213046533,,0.4705882352941177,False,8,A kettle and power outlets.,4.867,frame,wrong_entity,incorrect,gemini-3.1-flash-lite,Incorrect object.,0.0,2.8637,,0.0,rgb,A coffee maker,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/make_coffee_split/Seg3/make_coffee_rgb,21.009,molmo2,rgb__aligned_dataset_make_coffee_split_seg3_make_coffee_rgb__scene_sequence__04,What do I see after the toaster?,,4b7f57c82e3285cb8f73f08c,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,6,16.142,shared_balanced_frame_count_smoke_v1,0.015401555084618098,,0.25,False,8,The kettle is placed after the container.,4.867,frame,contradiction,incorrect,gemini-3.1-flash-lite,Incorrect spatial relationship.,0.0,2.7898,,0.0,ir,Before,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/pour_water_split/Seg2/pour_water_ir,21.009,molmo2,ir__aligned_dataset_pour_water_split_seg2_pour_water_ir__scene_sequence__03,Is the electric kettle placed before or after the dark container?,,596dfa7d2eff9b6ccff7682e,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,1,16.142,shared_balanced_frame_count_smoke_v1,0.8408964152537145,,0.0,False,8,Two.,4.867,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Incorrect count.,0.0,2.826,,0.0,event,1,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,0.0,aligned_dataset/water_plants_split/Seg4/water_plants_event,21.009,molmo2,event__aligned_dataset_water_plants_split_seg4_water_plants_event__event_counting__03,How many hands are visible interacting with the bottle?,,595425ff3cb4912c7f6400c1,False,0.0,0.0,event_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
1.0,2,16.142,shared_balanced_frame_count_smoke_v1,1.0,1.0,1.0,False,8,No.,4.867,frame,none,correct,gemini-3.1-flash-lite,Correct negative answer.,1.0,2.7776,,0.5,depth,No,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,1.0,,water_plants_split/Seg3/water_plants,21.009,molmo2,depth__water_plants_split_seg3_water_plants__depth_dynamic_recognition__03,Is the circular object moving independently?,,dd915caec8925c1b110c7559,False,0.0,1.0,depth_dynamic_recognition,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,1.0,1.0,1.0
0.7777777777777778,7,16.142,shared_balanced_frame_count_smoke_v1,1.0,,0.9333333333333333,False,8,A kitchen.,4.867,frame,none,correct,gemini-3.1-flash-lite,Correct room.,1.0,2.8003,,0.5,rgb,Kitchen,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,1.0,,aligned_dataset/make_coffee_split/Seg3/make_coffee_rgb,21.009,molmo2,rgb__aligned_dataset_make_coffee_split_seg3_make_coffee_rgb__scene_sequence__05,Which room is the video shot in?,,dc96dfd352523ac191dae9a3,False,0.0,1.0,scene_sequence,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,sequence_order_score,Ordered or temporal answer.,1.0,1.0,1.0,1.0
0.0,1,16.142,shared_balanced_frame_count_smoke_v1,0.8408964152537145,,0.0,False,8,One.,4.867,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,2.8226,,0.0,event,1,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,1.0,aligned_dataset/water_plants_split/Seg4/water_plants_event,21.009,molmo2,event__aligned_dataset_water_plants_split_seg4_water_plants_event__event_counting__04,How many main nozzles are on the sprayer?,,e2569729269e9cd24e1b0a84,False,0.0,0.0,event_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,10,16.142,shared_balanced_frame_count_smoke_v1,0.23505403213046533,,0.23529411764705882,False,8,The dark container and the lid.,4.867,frame,missing_detail,partially_correct,gemini-3.1-flash-lite,"Identifies the middle object correctly, but misses some details.",0.5,2.8167,,0.0,ir,Coffee cup,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/pour_water_split/Seg2/pour_water_ir,21.009,molmo2,ir__aligned_dataset_pour_water_split_seg2_pour_water_ir__scene_sequence__05,What object is positioned between the pitcher and the kettle?,,8ab364ef58a260d87e10284a,False,0.0,0.0,scene_sequence,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,sequence_order_score,Ordered or temporal answer.,0.0,0.0,0.0,0.0
0.0,1,16.142,shared_balanced_frame_count_smoke_v1,0.8408964152537145,,0.0,False,8,One.,4.867,frame,wrong_count,incorrect,gemini-3.1-flash-lite,Incorrect count.,0.0,2.8037,,0.0,event,2,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,0.0,aligned_dataset/water_plants_split/Seg4/water_plants_event,21.009,molmo2,event__aligned_dataset_water_plants_split_seg4_water_plants_event__event_counting__05,How many pump handles am I pulling?,,e1e59fa65a653ee75684f74a,False,0.0,0.0,event_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,numeric_accuracy,Counting question.,0.0,0.0,0.0,0.0
0.0,13,16.142,shared_balanced_frame_count_smoke_v1,0.6389431042462724,,0.6363636363636365,False,8,Close range.,4.867,frame,other,incorrect,gemini-3.1-flash-lite,Incorrect depth description.,0.0,2.8349,,0.0,depth,Surface level,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,water_plants_split/Seg3/water_plants,21.009,molmo2,depth__water_plants_split_seg3_water_plants__depth_dynamic_recognition__05,At what depth range do the hands interact with the plant stems?,,f693c2ffc4daf9ac86ce0be6,False,0.0,0.0,depth_dynamic_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,token_f1,General open-ended short answer.,0.0,0.0,0.0,0.0
1.0,5,16.142,shared_balanced_frame_count_smoke_v1,1.0,,1.0,False,8,After.,4.867,frame,none,correct,gemini-3.1-flash-lite,Correct order.,1.0,2.8128,,0.5,rgb,After,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,1.0,,aligned_dataset/make_coffee_split/Seg3/make_coffee_rgb,21.009,molmo2,rgb__aligned_dataset_make_coffee_split_seg3_make_coffee_rgb__scene_sequence__07,Do I see the wall outlets before or after the toaster?,,0bdd1f54c665ba801a73ca67,False,0.0,1.0,scene_sequence,1.0,1.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,sequence_order_score,Ordered or temporal answer.,1.0,1.0,1.0,1.0
0.0,2,16.142,shared_balanced_frame_count_smoke_v1,0.0009118819655545162,1.0,0.09302325581395349,False,8,"No, the scene is static and limited to the tabletop.",4.867,frame,none,correct,gemini-3.1-flash-lite,Correct negative answer.,1.0,2.7931,,0.0684931506849315,ir,No,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,aligned_dataset/pour_water_split/Seg2/pour_water_ir,21.009,molmo2,ir__aligned_dataset_pour_water_split_seg2_pour_water_ir__scene_sequence__06,Do I pass through any doors in this sequence?,,68fc959ce520b82a5d6a66cd,False,0.0,0.2222222222222222,scene_sequence,0.3333333333333333,0.5,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,1.0,0.2222222222222222,1.0,0.125
0.0,1,16.142,shared_balanced_frame_count_smoke_v1,0.8408964152537145,,0.0,False,8,Three.,4.867,frame,none,correct,gemini-3.1-flash-lite,Correct count.,1.0,2.8187,,0.0,event,3,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,1.0,aligned_dataset/water_plants_split/Seg4/water_plants_event,21.009,molmo2,event__aligned_dataset_water_plants_split_seg4_water_plants_event__event_counting__06,How many distinct clusters of plants are being sprayed?,,e5cc7009b9aca378b7d56eb4,False,0.0,0.0,event_counting,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,numeric_accuracy,Counting question.,1.0,0.0,0.0,0.0
0.0,4,16.142,shared_balanced_frame_count_smoke_v1,0.8408964152537145,0.0,0.0,False,8,No.,4.867,frame,contradiction,incorrect,gemini-3.1-flash-lite,The answer is directly contradicted by the ground truth.,0.0,2.8307,,0.0,depth,Yes.,molmo2:Molmo2-8B:frame:f439be0c,models/molmo2/Molmo2-8B,0.0,,water_plants_split/Seg3/water_plants,21.009,molmo2,depth__water_plants_split_seg3_water_plants__depth_dynamic_recognition__06,Does any object approach me?,,cfbc36a4dff9a3ef1156884e,False,0.0,0.0,depth_dynamic_recognition,0.0,0.0,outputs/benchmarks/vlm_8frame_aligned/frames_8/molmo2_Molmo2-8B.json,answered,boolean_accuracy,Ground truth is a boolean answer.,0.0,0.0,0.0,0.0
